"","unid","cft_score"
"12775",101457,3
"12776",101457,3
"12777",61261,7
"12778",100994,6
"12779",25989,6
"12780",24703,7
"12781",24703,7
"12782",24703,7
"12783",86814,6
"12784",8391,6
"12785",8391,6
"12786",8391,6
"12787",66888,9
"12788",66888,9
"12789",75295,8
"12790",75295,8
"12791",31108,8
"12792",31108,8
"12793",31108,8
"12794",31108,8
"12795",31108,8
"12796",31108,8
"12797",84421,3
"12798",10051,6
"12799",10051,6
"12800",100306,4
"12801",92159,7
"12802",92159,7
"12803",59691,6
"12804",10189,5
"12805",5074,3
"12806",5074,3
"12807",30546,3
"12808",30546,3
"12809",5226,4
"12810",5226,4
"12811",68537,3
"12812",68537,3
"12813",68537,3
"12814",68537,3
"12815",93114,4
"12816",24416,7
"12817",24416,7
"12818",18466,4
"12819",18466,4
"12820",7294,6
"12821",16884,3
"12822",13167,7
"12823",24844,6
"12824",24844,6
"12825",75836,6
"12826",12808,5
"12827",12808,5
"12828",44966,10
"12829",51619,3
"12830",51619,3
"12831",28128,4
"12832",28128,4
"12833",28128,4
"12834",93877,6
"12835",21527,4
"12836",99803,9
"12837",99803,9
"12838",62655,7
"12839",10735,4
"12840",10735,4
"12841",82091,5
"12842",82091,5
"12843",82091,5
"12844",82091,5
"12845",56822,5
"12846",79777,5
"12847",59461,4
"12848",7500,4
"12849",7500,4
"12850",85112,5
"12851",11320,7
"12852",19463,4
"12853",10056,4
"12854",10056,4
"12855",10056,4
"12856",10056,4
"12857",10056,4
"12858",19129,5
"12859",19129,5
"12860",19129,5
"12861",49094,7
"12862",68698,3
"12863",54617,6
"12864",39369,4
"12865",39369,4
"12866",39369,4
"12867",39369,4
"12868",16146,4
"12869",36559,4
"12870",36559,4
"12871",36559,4
"12872",36559,4
"12873",15336,6
"12874",15336,6
"12875",102002,6
"12876",102002,6
"12877",17675,6
"12878",17675,6
"12879",17675,6
"12880",38215,3
"12881",64353,5
"12882",42063,6
"12883",42063,6
"12884",18857,6
"12885",18857,6
"12886",18857,6
"12887",61362,4
"12888",61362,4
"12889",61362,4
"12890",61362,4
"12891",4513,6
"12892",11515,7
"12893",40722,7
"12894",11741,4
"12895",25731,2
"12896",25731,2
"12897",48597,7
"12898",48597,7
"12899",48597,7
"12900",48597,7
"12901",57614,10
"12902",96074,5
"12903",47182,5
"12904",22999,5
"12905",27938,9
"12906",32023,6
"12907",66037,9
"12908",66037,9
"12909",66037,9
"12910",37918,2
"12911",53925,3
"12912",15671,5
"12913",89166,8
"12914",89166,8
"12915",24874,7
"12916",17137,4
"12917",75509,7
"12918",75509,7
"12919",73166,8
"12920",21784,6
"12921",35733,9
"12922",35733,9
"12923",76232,3
"12924",76232,3
"12925",76232,3
"12926",76232,3
"12927",61074,4
"12928",61074,4
"12929",52248,4
"12930",52248,4
"12931",52248,4
"12932",30125,5
"12933",32765,6
"12934",96128,6
"12935",36137,7
"12936",60910,7
"12937",35140,5
"12938",35140,5
"12939",74369,5
"12940",29542,5
"12941",29542,5
"12942",29542,5
"12943",81310,6
"12944",81310,6
"12945",81310,6
"12946",81310,6
"12947",2239,6
"12948",52229,5
"12949",96446,4
"12950",42904,7
"12951",60837,4
"12952",60837,4
"12953",93028,9
"12954",93028,9
"12955",44940,5
"12956",46220,1
"12957",46220,1
"12958",46220,1
"12959",46220,1
"12960",46220,1
"12961",39975,6
"12962",62886,9
"12963",4820,6
"12964",775,5
"12965",775,5
"12966",775,5
"12967",775,5
"12968",62525,4
"12969",62525,4
"12970",31136,8
"12971",62512,6
"12972",51420,5
"12973",2636,7
"12974",12250,6
"12975",12250,6
"12976",12250,6
"12977",93905,9
"12978",93905,9
"12979",93905,9
"12980",62200,5
"12981",51969,7
"12982",36519,5
"12983",49658,6
"12984",49658,6
"12985",49658,6
"12986",57013,6
"12987",18825,7
"12988",95157,7
"12989",62565,9
"12990",92751,6
"12991",21924,6
"12992",15634,6
"12993",59846,6
"12994",59846,6
"12995",59846,6
"12996",7222,7
"12997",7222,7
"12998",48914,6
"12999",36670,8
"13000",80112,5
"13001",17552,6
"13002",15174,7
"13003",15174,7
"13004",15174,7
"13005",15174,7
"13006",57262,7
"13007",57257,4
"13008",71752,9
"13009",71752,9
"13010",71752,9
"13011",71752,9
"13012",71752,9
"13013",90937,6
"13014",90937,6
"13015",90937,6
"13016",27312,2
"13017",82182,7
"13018",15939,4
"13019",51386,5
"13020",51386,5
"13021",51794,6
"13022",66907,7
"13023",66907,7
"13024",66907,7
"13025",66907,7
"13026",59582,6
"13027",59582,6
"13028",59582,6
"13029",59582,6
"13030",1082,6
"13031",71962,4
"13032",71962,4
"13033",5562,4
"13034",79324,3
"13035",79324,3
"13036",79324,3
"13037",79324,3
"13038",78109,3
"13039",78109,3
"13040",83210,6
"13041",83210,6
"13042",83210,6
"13043",25520,7
"13044",25520,7
"13045",65815,4
"13046",65815,4
"13047",65815,4
"13048",63430,5
"13049",63430,5
"13050",63430,5
"13051",63430,5
"13052",36733,7
"13053",69991,4
"13054",18559,7
"13055",30977,6
"13056",81069,7
"13057",81069,7
"13058",3764,7
"13059",3764,7
"13060",3764,7
"13061",3764,7
"13062",13088,3
"13063",49134,10
"13064",14938,4
"13065",14938,4
"13066",15761,4
"13067",36841,9
"13068",71347,6
"13069",57000,5
"13070",101459,3
"13071",101459,3
"13072",69029,6
"13073",29913,4
"13074",86794,8
"13075",27819,3
"13076",27498,5
"13077",27498,5
"13078",27498,5
"13079",102120,6
"13080",24033,4
"13081",24033,4
"13082",39268,5
"13083",58232,4
"13084",66701,4
"13085",66701,4
"13086",66701,4
"13087",2588,7
"13088",54282,7
"13089",54282,7
"13090",77679,4
"13091",77679,4
"13092",77679,4
"13093",70670,4
"13094",10546,9
"13095",10546,9
"13096",63619,8
"13097",71226,4
"13098",71226,4
"13099",71226,4
"13100",55136,9
"13101",24320,6
"13102",45110,8
"13103",45110,8
"13104",45110,8
"13105",51306,6
"13106",86267,7
"13107",5531,3
"13108",85334,6
"13109",71109,9
"13110",71109,9
"13111",58450,3
"13112",81704,7
"13113",52565,7
"13114",52565,7
"13115",19523,4
"13116",89064,4
"13117",89064,4
"13118",24362,6
"13119",19655,5
"13120",21302,7
"13121",56272,7
"13122",56272,7
"13123",34622,8
"13124",34622,8
"13125",67561,3
"13126",98468,7
"13127",63439,5
"13128",52678,5
"13129",28514,4
"13130",39854,3
"13131",39854,3
"13132",7354,6
"13133",7354,6
"13134",84060,7
"13135",13035,9
"13136",98240,5
"13137",67597,7
"13138",50195,10
"13139",54990,6
"13140",16754,3
"13141",16754,3
"13142",64659,6
"13143",85562,5
"13144",59145,4
"13145",52860,7
"13146",32581,6
"13147",97996,9
"13148",13322,3
"13149",21829,6
"13150",93351,9
"13151",18565,6
"13152",27700,5
"13153",93159,8
"13154",93159,8
"13155",93159,8
"13156",52122,8
"13157",52122,8
"13158",52122,8
"13159",98743,6
"13160",17543,4
"13161",17543,4
"13162",93257,7
"13163",47558,1
"13164",41204,6
"13165",41204,6
"13166",21153,3
"13167",6306,4
"13168",75065,4
"13169",68493,9
"13170",91011,4
"13171",91011,4
"13172",91011,4
"13173",91011,4
"13174",18870,3
"13175",65560,5
"13176",36272,8
"13177",39594,3
"13178",39594,3
"13179",39594,3
"13180",74385,7
"13181",61565,6
"13182",24113,7
"13183",24113,7
"13184",17170,8
"13185",79795,9
"13186",97669,8
"13187",56188,8
"13188",56188,8
"13189",84820,8
"13190",84820,8
"13191",84820,8
"13192",10782,4
"13193",42192,8
"13194",42192,8
"13195",42192,8
"13196",44869,7
"13197",68165,6
"13198",68165,6
"13199",68165,6
"13200",68165,6
"13201",29731,2
"13202",29731,2
"13203",29731,2
"13204",18067,4
"13205",18067,4
"13206",18067,4
"13207",94153,4
"13208",53889,5
"13209",26328,4
"13210",81757,2
"13211",2392,6
"13212",88058,3
"13213",54399,4
"13214",54399,4
"13215",54399,4
"13216",54399,4
"13217",3927,5
"13218",3927,5
"13219",3927,5
"13220",83958,6
"13221",83958,6
"13222",43206,3
"13223",12678,3
"13224",12678,3
"13225",12678,3
"13226",82847,5
"13227",41111,5
"13228",51669,5
"13229",9796,5
"13230",9796,5
"13231",90748,7
"13232",90748,7
"13233",66647,2
"13234",96658,7
"13235",64411,5
"13236",64411,5
"13237",73891,6
"13238",73891,6
"13239",73891,6
"13240",50790,6
"13241",43071,4
"13242",20351,5
"13243",20351,5
"13244",20351,5
"13245",20351,5
"13246",20351,5
"13247",74848,6
"13248",74848,6
"13249",33332,7
"13250",33332,7
"13251",64419,5
"13252",30724,7
"13253",64847,4
"13254",66524,6
"13255",62180,5
"13256",62180,5
"13257",62180,5
"13258",62180,5
"13259",62180,5
"13260",54722,4
"13261",50987,6
"13262",19654,4
"13263",19654,4
"13264",61129,7
"13265",34909,4
"13266",34909,4
"13267",34909,4
"13268",34909,4
"13269",34909,4
"13270",34909,4
"13271",42895,9
"13272",36736,5
"13273",51566,7
"13274",7887,3
"13275",7887,3
"13276",7887,3
"13277",7887,3
"13278",7887,3
"13279",95880,7
"13280",85846,5
"13281",85846,5
"13282",53772,6
"13283",53366,2
"13284",53366,2
"13285",53366,2
"13286",60882,3
"13287",60882,3
"13288",78101,6
"13289",13898,6
"13290",90593,6
"13291",47596,10
"13292",47596,10
"13293",47596,10
"13294",47596,10
"13295",48374,5
"13296",87610,7
"13297",63780,7
"13298",49385,6
"13299",10610,7
"13300",10610,7
"13301",10610,7
"13302",10610,7
"13303",10610,7
"13304",62670,3
"13305",62670,3
"13306",62670,3
"13307",62670,3
"13308",20907,7
"13309",20907,7
"13310",20907,7
"13311",20907,7
"13312",20907,7
"13313",97709,9
"13314",97709,9
"13315",97709,9
"13316",97709,9
"13317",97709,9
"13318",42796,9
"13319",10255,8
"13320",51174,6
"13321",19665,5
"13322",76715,6
"13323",76715,6
"13324",76715,6
"13325",39386,5
"13326",66484,6
"13327",66484,6
"13328",12974,7
"13329",35467,6
"13330",27516,5
"13331",27516,5
"13332",33435,3
"13333",5870,7
"13334",86150,6
"13335",100772,9
"13336",24463,7
"13337",61787,7
"13338",16004,3
"13339",25383,6
"13340",20783,8
"13341",23143,7
"13342",16274,4
"13343",16274,4
"13344",16274,4
"13345",16274,4
"13346",16274,4
"13347",16274,4
"13348",12727,2
"13349",12727,2
"13350",68316,8
"13351",68316,8
"13352",60857,4
"13353",30406,8
"13354",20010,7
"13355",20010,7
"13356",70230,9
"13357",70230,9
"13358",26303,3
"13359",68403,4
"13360",88155,3
"13361",88155,3
"13362",23617,4
"13363",23617,4
"13364",29292,6
"13365",20429,6
"13366",20429,6
"13367",23885,4
"13368",3032,5
"13369",3032,5
"13370",3032,5
"13371",84901,5
"13372",84901,5
"13373",84901,5
"13374",84901,5
"13375",84901,5
"13376",12090,3
"13377",4733,4
"13378",69351,4
"13379",69351,4
"13380",69351,4
"13381",8845,7
"13382",22650,7
"13383",22650,7
"13384",22650,7
"13385",22650,7
"13386",67778,4
"13387",16957,5
"13388",84111,7
"13389",84111,7
"13390",73165,3
"13391",73165,3
"13392",73165,3
"13393",16345,3
"13394",42342,8
"13395",13170,7
"13396",13170,7
"13397",31916,2
"13398",31916,2
"13399",47288,9
"13400",50710,4
"13401",67033,3
"13402",48749,4
"13403",63037,7
"13404",63037,7
"13405",39335,6
"13406",39335,6
"13407",39335,6
"13408",39335,6
"13409",53950,6
"13410",33839,7
"13411",18984,6
"13412",18984,6
"13413",24666,3
"13414",24666,3
"13415",24666,3
"13416",73523,5
"13417",89088,6
"13418",89088,6
"13419",53014,4
"13420",53014,4
"13421",53014,4
"13422",78238,5
"13423",78238,5
"13424",78238,5
"13425",10969,5
"13426",72706,9
"13427",1338,7
"13428",58529,5
"13429",61448,8
"13430",61448,8
"13431",7896,5
"13432",7896,5
"13433",49470,5
"13434",49470,5
"13435",49470,5
"13436",49470,5
"13437",28628,7
"13438",31444,2
"13439",31444,2
"13440",31444,2
"13441",63383,5
"13442",69436,8
"13443",69436,8
"13444",66428,7
"13445",92908,6
"13446",92908,6
"13447",38589,3
"13448",58806,4
"13449",58806,4
"13450",100028,9
"13451",15539,7
"13452",23722,6
"13453",95277,10
"13454",29622,2
"13455",12586,5
"13456",12586,5
"13457",29309,3
"13458",29309,3
"13459",29309,3
"13460",29309,3
"13461",29309,3
"13462",29309,3
"13463",67342,5
"13464",67342,5
"13465",55160,7
"13466",80610,9
"13467",80610,9
"13468",56156,5
"13469",36230,7
"13470",36230,7
"13471",79136,6
"13472",79136,6
"13473",86142,5
"13474",86142,5
"13475",21511,5
"13476",21511,5
"13477",53979,7
"13478",58654,3
"13479",58654,3
"13480",47235,6
"13481",30797,6
"13482",30797,6
"13483",30797,6
"13484",87691,4
"13485",9678,6
"13486",9678,6
"13487",53283,8
"13488",39494,3
"13489",14770,4
"13490",90318,5
"13491",90318,5
"13492",10948,3
"13493",72513,4
"13494",66916,8
"13495",36940,4
"13496",36940,4
"13497",70441,5
"13498",70441,5
"13499",70441,5
"13500",71797,3
"13501",13523,5
"13502",13523,5
"13503",87018,7
"13504",87018,7
"13505",87018,7
"13506",87018,7
"13507",87018,7
"13508",87018,7
"13509",86674,7
"13510",86674,7
"13511",86674,7
"13512",86674,7
"13513",97442,5
"13514",17673,4
"13515",100472,7
"13516",54442,6
"13517",48663,6
"13518",14079,4
"13519",34419,7
"13520",88360,6
"13521",67887,3
"13522",67887,3
"13523",67887,3
"13524",67887,3
"13525",19778,8
"13526",19778,8
"13527",90432,8
"13528",90432,8
"13529",37703,5
"13530",31261,4
"13531",31261,4
"13532",31261,4
"13533",31261,4
"13534",31261,4
"13535",31261,4
"13536",55930,5
"13537",40502,6
"13538",40502,6
"13539",22173,6
"13540",46063,5
"13541",46063,5
"13542",40209,6
"13543",40209,6
"13544",20100,6
"13545",53636,8
"13546",53636,8
"13547",53636,8
"13548",53636,8
"13549",53636,8
"13550",53636,8
"13551",53636,8
"13552",67093,6
"13553",51697,8
"13554",51697,8
"13555",85293,7
"13556",100577,7
"13557",100577,7
"13558",41361,4
"13559",41361,4
"13560",41361,4
"13561",41361,4
"13562",41361,4
"13563",41361,4
"13564",62188,5
"13565",62188,5
"13566",2158,3
"13567",30236,7
"13568",19409,6
"13569",19409,6
"13570",10078,3
"13571",10078,3
"13572",63985,4
"13573",63985,4
"13574",63985,4
"13575",63985,4
"13576",20238,6
"13577",20238,6
"13578",25370,5
"13579",48158,3
"13580",91755,6
"13581",57391,5
"13582",35768,7
"13583",35768,7
"13584",86337,3
"13585",86337,3
"13586",86337,3
"13587",40537,6
"13588",40537,6
"13589",40537,6
"13590",40537,6
"13591",40537,6
"13592",40537,6
"13593",20081,6
"13594",20081,6
"13595",20081,6
"13596",12549,4
"13597",12549,4
"13598",90874,2
"13599",90874,2
"13600",23590,7
"13601",78541,5
"13602",78541,5
"13603",78541,5
"13604",93689,6
"13605",89310,5
"13606",715,5
"13607",7252,4
"13608",94163,3
"13609",13931,9
"13610",13931,9
"13611",13931,9
"13612",13931,9
"13613",13307,6
"13614",13307,6
"13615",13307,6
"13616",13307,6
"13617",32812,8
"13618",32812,8
"13619",32812,8
"13620",86621,4
"13621",41438,5
"13622",41438,5
"13623",41438,5
"13624",41438,5
"13625",40168,4
"13626",82555,4
"13627",82555,4
"13628",82555,4
"13629",44505,3
"13630",44505,3
"13631",98540,6
"13632",38520,6
"13633",47358,9
"13634",47358,9
"13635",83766,7
"13636",40624,5
"13637",5128,4
"13638",22089,5
"13639",22089,5
"13640",22089,5
"13641",22089,5
"13642",22089,5
"13643",70649,9
"13644",70649,9
"13645",70649,9
"13646",27639,7
"13647",100245,7
"13648",17082,4
"13649",94883,6
"13650",94883,6
"13651",94883,6
"13652",8768,3
"13653",8768,3
"13654",40981,8
"13655",54790,7
"13656",54790,7
"13657",28895,8
"13658",33465,6
"13659",33465,6
"13660",33465,6
"13661",67051,6
"13662",68749,5
"13663",48128,6
"13664",44243,6
"13665",86351,6
"13666",86351,6
"13667",86351,6
"13668",86351,6
"13669",9062,3
"13670",12280,3
"13671",6741,3
"13672",65624,8
"13673",92354,1
"13674",93706,7
"13675",70471,1
"13676",62194,7
"13677",62194,7
"13678",25416,4
"13679",87744,6
"13680",87744,6
"13681",99106,7
"13682",52593,4
"13683",52593,4
"13684",52593,4
"13685",52593,4
"13686",43887,7
"13687",43887,7
"13688",18563,6
"13689",29822,7
"13690",82333,3
"13691",82333,3
"13692",82333,3
"13693",61047,4
"13694",35531,7
"13695",90717,5
"13696",47532,6
"13697",63171,4
"13698",63171,4
"13699",95348,7
"13700",95348,7
"13701",95348,7
"13702",95348,7
"13703",95348,7
"13704",95348,7
"13705",87302,7
"13706",87302,7
"13707",80203,3
"13708",80203,3
"13709",80203,3
"13710",80203,3
"13711",51651,2
"13712",23067,8
"13713",23067,8
"13714",24738,6
"13715",24738,6
"13716",24738,6
"13717",12329,10
"13718",12329,10
"13719",12329,10
"13720",12329,10
"13721",12329,10
"13722",85130,4
"13723",25041,8
"13724",92043,3
"13725",92043,3
"13726",89520,6
"13727",30778,5
"13728",30778,5
"13729",89411,4
"13730",72733,6
"13731",72733,6
"13732",72733,6
"13733",83967,6
"13734",61092,9
"13735",101357,6
"13736",73465,6
"13737",73465,6
"13738",73465,6
"13739",73465,6
"13740",90217,3
"13741",64565,5
"13742",5082,5
"13743",5082,5
"13744",12714,5
"13745",12714,5
"13746",12714,5
"13747",64600,4
"13748",64600,4
"13749",64600,4
"13750",64600,4
"13751",9465,6
"13752",54103,8
"13753",50213,5
"13754",42004,7
"13755",42004,7
"13756",42004,7
"13757",42004,7
"13758",79905,6
"13759",79905,6
"13760",79905,6
"13761",79905,6
"13762",16867,8
"13763",56300,6
"13764",56500,3
"13765",56500,3
"13766",56500,3
"13767",56500,3
"13768",68429,3
"13769",69003,7
"13770",98505,9
"13771",98505,9
"13772",98505,9
"13773",90510,6
"13774",90510,6
"13775",90510,6
"13776",90510,6
"13777",63311,7
"13778",63311,7
"13779",53479,8
"13780",96529,7
"13781",96529,7
"13782",96529,7
"13783",96529,7
"13784",46956,7
"13785",9655,6
"13786",9655,6
"13787",62186,5
"13788",62186,5
"13789",62186,5
"13790",88362,5
"13791",84459,6
"13792",58430,7
"13793",75599,2
"13794",75599,2
"13795",40627,3
"13796",54115,6
"13797",85318,7
"13798",33385,4
"13799",33385,4
"13800",65716,7
"13801",65716,7
"13802",70550,7
"13803",70550,7
"13804",94680,7
"13805",64890,4
"13806",23816,3
"13807",86740,4
"13808",86740,4
"13809",24037,7
"13810",24037,7
"13811",47140,7
"13812",62047,5
"13813",39619,5
"13814",39619,5
"13815",12772,7
"13816",79648,7
"13817",81476,9
"13818",39292,5
"13819",39292,5
"13820",39292,5
"13821",36731,5
"13822",37637,7
"13823",73434,4
"13824",73434,4
"13825",73434,4
"13826",73434,4
"13827",83147,6
"13828",83147,6
"13829",83147,6
"13830",83147,6
"13831",36370,4
"13832",36370,4
"13833",63096,6
"13834",23912,6
"13835",39479,4
"13836",101485,8
"13837",101485,8
"13838",16692,4
"13839",93820,4
"13840",69252,1
"13841",39156,7
"13842",39156,7
"13843",39156,7
"13844",39156,7
"13845",50340,6
"13846",50340,6
"13847",40149,3
"13848",91559,5
"13849",25570,5
"13850",53668,7
"13851",53668,7
"13852",80573,7
"13853",15010,2
"13854",15010,2
"13855",75888,3
"13856",46345,7
"13857",30339,7
"13858",30339,7
"13859",30339,7
"13860",76588,5
"13861",76588,5
"13862",34484,3
"13863",54134,6
"13864",99142,6
"13865",37403,5
"13866",37403,5
"13867",37403,5
"13868",37403,5
"13869",37403,5
"13870",37403,5
"13871",37403,5
"13872",73502,7
"13873",52369,3
"13874",52369,3
"13875",52369,3
"13876",66616,5
"13877",66401,9
"13878",66401,9
"13879",66401,9
"13880",51188,6
"13881",69536,6
"13882",48110,5
"13883",78386,1
"13884",53958,4
"13885",89877,9
"13886",49657,4
"13887",49657,4
"13888",82606,6
"13889",91702,7
"13890",78188,9
"13891",59409,8
"13892",59409,8
"13893",69097,5
"13894",40788,7
"13895",40788,7
"13896",85927,1
"13897",18063,5
"13898",18063,5
"13899",46168,7
"13900",46168,7
"13901",46168,7
"13902",46168,7
"13903",46168,7
"13904",70912,4
"13905",70912,4
"13906",70912,4
"13907",27546,10
"13908",27546,10
"13909",27801,8
"13910",78316,6
"13911",36362,4
"13912",36362,4
"13913",30290,5
"13914",73374,6
"13915",56908,6
"13916",56908,6
"13917",58653,6
"13918",58653,6
"13919",58653,6
"13920",58653,6
"13921",58653,6
"13922",58653,6
"13923",58653,6
"13924",43075,7
"13925",33356,5
"13926",21599,3
"13927",48077,4
"13928",30521,5
"13929",30521,5
"13930",30521,5
"13931",92782,6
"13932",88023,5
"13933",73282,6
"13934",73282,6
"13935",11296,6
"13936",11296,6
"13937",11296,6
"13938",74552,3
"13939",59434,9
"13940",59434,9
"13941",42249,8
"13942",30768,5
"13943",37132,7
"13944",19231,3
"13945",32684,4
"13946",32684,4
"13947",76450,6
"13948",824,5
"13949",824,5
"13950",824,5
"13951",824,5
"13952",77094,6
"13953",16282,7
"13954",37695,5
"13955",1448,3
"13956",1448,3
"13957",57142,6
"13958",14362,9
"13959",49929,6
"13960",30923,4
"13961",8832,4
"13962",60255,3
"13963",57993,6
"13964",43247,4
"13965",43247,4
"13966",43247,4
"13967",42649,6
"13968",23575,4
"13969",23575,4
"13970",23575,4
"13971",23575,4
"13972",60421,7
"13973",7701,3
"13974",95373,4
"13975",31274,7
"13976",31274,7
"13977",13769,7
"13978",11335,4
"13979",24761,5
"13980",62649,10
"13981",21041,6
"13982",77304,4
"13983",20590,4
"13984",41080,3
"13985",76711,10
"13986",31138,9
"13987",31138,9
"13988",30635,6
"13989",30635,6
"13990",30635,6
"13991",37260,4
"13992",37260,4
"13993",71585,4
"13994",40417,8
"13995",41415,4
"13996",41415,4
"13997",41415,4
"13998",41415,4
"13999",41415,4
"14000",41415,4
"14001",94845,5
"14002",45186,6
"14003",49599,6
"14004",13181,4
"14005",48513,7
"14006",48513,7
"14007",48513,7
"14008",48513,7
"14009",48513,7
"14010",68677,7
"14011",68677,7
"14012",68677,7
"14013",68677,7
"14014",98508,6
"14015",28447,6
"14016",60870,7
"14017",60870,7
"14018",60870,7
"14019",18127,4
"14020",51740,7
"14021",39807,6
"14022",39807,6
"14023",46579,7
"14024",46579,7
"14025",95085,4
"14026",95085,4
"14027",95085,4
"14028",95085,4
"14029",63610,4
"14030",88648,6
"14031",25359,3
"14032",80389,7
"14033",88247,5
"14034",40240,6
"14035",38697,2
"14036",96584,7
"14037",96584,7
"14038",80394,5
"14039",32194,4
"14040",23902,4
"14041",5774,5
"14042",38550,5
"14043",38550,5
"14044",55124,6
"14045",24728,7
"14046",51726,6
"14047",51726,6
"14048",51726,6
"14049",51726,6
"14050",92383,6
"14051",92383,6
"14052",69206,8
"14053",100212,7
"14054",100212,7
"14055",100212,7
"14056",100212,7
"14057",100212,7
"14058",69149,6
"14059",69149,6
"14060",69149,6
"14061",48984,7
"14062",92508,7
"14063",92508,7
"14064",92508,7
"14065",92508,7
"14066",45532,5
"14067",25617,3
"14068",25617,3
"14069",25617,3
"14070",79729,8
"14071",79729,8
"14072",79729,8
"14073",79729,8
"14074",79729,8
"14075",79729,8
"14076",67344,6
"14077",67344,6
"14078",58022,7
"14079",58022,7
"14080",87903,4
"14081",196,2
"14082",24754,4
"14083",8308,3
"14084",92251,6
"14085",33785,4
"14086",34069,8
"14087",58856,6
"14088",58856,6
"14089",58856,6
"14090",65121,6
"14091",19174,7
"14092",19174,7
"14093",19174,7
"14094",31131,5
"14095",31131,5
"14096",31131,5
"14097",31131,5
"14098",31131,5
"14099",31131,5
"14100",31131,5
"14101",1871,3
"14102",1871,3
"14103",1871,3
"14104",11533,6
"14105",11533,6
"14106",48969,6
"14107",12837,6
"14108",12837,6
"14109",12837,6
"14110",12837,6
"14111",12837,6
"14112",39922,6
"14113",39922,6
"14114",57873,6
"14115",81455,8
"14116",81455,8
"14117",63565,7
"14118",63565,7
"14119",97541,4
"14120",97541,4
"14121",31860,3
"14122",30919,4
"14123",93417,6
"14124",41592,5
"14125",41592,5
"14126",80985,5
"14127",80985,5
"14128",80985,5
"14129",80985,5
"14130",80985,5
"14131",96399,6
"14132",96399,6
"14133",36368,6
"14134",90109,8
"14135",40357,6
"14136",4207,3
"14137",26622,6
"14138",45582,6
"14139",45582,6
"14140",45582,6
"14141",46348,7
"14142",30359,6
"14143",10416,5
"14144",68067,6
"14145",17748,4
"14146",18944,6
"14147",18944,6
"14148",19792,5
"14149",99894,9
"14150",72791,5
"14151",66043,9
"14152",66043,9
"14153",66043,9
"14154",66043,9
"14155",66043,9
"14156",64772,9
"14157",37941,3
"14158",23570,7
"14159",6349,2
"14160",40964,6
"14161",50978,5
"14162",50978,5
"14163",50978,5
"14164",50978,5
"14165",50978,5
"14166",11225,6
"14167",21677,9
"14168",21677,9
"14169",21677,9
"14170",21677,9
"14171",21677,9
"14172",21677,9
"14173",24091,2
"14174",24091,2
"14175",24091,2
"14176",24091,2
"14177",62812,3
"14178",44681,4
"14179",50109,4
"14180",50109,4
"14181",50109,4
"14182",59094,7
"14183",76193,5
"14184",76193,5
"14185",76193,5
"14186",76193,5
"14187",76193,5
"14188",11477,6
"14189",11477,6
"14190",11477,6
"14191",11477,6
"14192",94976,5
"14193",50018,6
"14194",50018,6
"14195",50018,6
"14196",50018,6
"14197",50018,6
"14198",50018,6
"14199",50018,6
"14200",94884,6
"14201",52832,6
"14202",34122,3
"14203",92743,5
"14204",92743,5
"14205",77054,5
"14206",77054,5
"14207",77054,5
"14208",65735,5
"14209",65735,5
"14210",95000,5
"14211",32744,8
"14212",32744,8
"14213",54822,4
"14214",90254,7
"14215",76009,6
"14216",76009,6
"14217",78943,6
"14218",85897,5
"14219",85897,5
"14220",8075,1
"14221",8075,1
"14222",26693,4
"14223",26693,4
"14224",53105,7
"14225",53105,7
"14226",37553,3
"14227",37553,3
"14228",17227,5
"14229",26162,6
"14230",72040,9
"14231",35649,7
"14232",35649,7
"14233",24798,4
"14234",24798,4
"14235",46349,6
"14236",46349,6
"14237",46349,6
"14238",25393,4
"14239",1182,4
"14240",69647,7
"14241",19507,3
"14242",19507,3
"14243",87354,7
"14244",87354,7
"14245",35590,7
"14246",12449,5
"14247",47791,6
"14248",47791,6
"14249",64394,4
"14250",64394,4
"14251",27050,4
"14252",18786,6
"14253",88723,6
"14254",88723,6
"14255",88723,6
"14256",88723,6
"14257",88723,6
"14258",58504,8
"14259",615,5
"14260",20459,9
"14261",20459,9
"14262",20459,9
"14263",20459,9
"14264",20459,9
"14265",20459,9
"14266",31488,8
"14267",31488,8
"14268",31488,8
"14269",63707,3
"14270",63707,3
"14271",31876,4
"14272",31876,4
"14273",31876,4
"14274",31876,4
"14275",31876,4
"14276",71691,4
"14277",38764,5
"14278",39428,5
"14279",39428,5
"14280",39428,5
"14281",65816,6
"14282",32335,7
"14283",55986,4
"14284",40205,8
"14285",40207,10
"14286",40207,10
"14287",18694,3
"14288",86669,5
"14289",51518,8
"14290",51518,8
"14291",51518,8
"14292",12324,4
"14293",12031,4
"14294",12031,4
"14295",41892,9
"14296",41892,9
"14297",41892,9
"14298",96618,7
"14299",25237,6
"14300",17205,4
"14301",7509,4
"14302",7509,4
"14303",7509,4
"14304",7509,4
"14305",7509,4
"14306",9240,6
"14307",9240,6
"14308",9240,6
"14309",9240,6
"14310",12208,5
"14311",12208,5
"14312",90430,7
"14313",89966,5
"14314",89966,5
"14315",5936,3
"14316",5936,3
"14317",5936,3
"14318",5936,3
"14319",68389,7
"14320",96900,3
"14321",88145,6
"14322",35773,7
"14323",78040,5
"14324",78040,5
"14325",78040,5
"14326",78040,5
"14327",64337,7
"14328",64337,7
"14329",64337,7
