"","unid","com_score"
"6314",62937,4
"6315",33507,6
"6316",49615,7
"6317",49615,7
"6318",7658,7
"6319",7658,7
"6320",7658,7
"6321",70028,5
"6322",64679,5
"6323",64679,5
"6324",5156,3
"6325",5156,3
"6326",94674,7
"6327",7185,5
"6328",31189,9
"6329",31189,9
"6330",31189,9
"6331",45767,9
"6332",40268,3
"6333",27542,5
"6334",40511,7
"6335",40511,7
"6336",88242,6
"6337",24073,5
"6338",24073,5
"6339",24073,5
"6340",24073,5
"6341",17096,6
"6342",17096,6
"6343",17096,6
"6344",81125,6
"6345",81125,6
"6346",55282,5
"6347",55282,5
"6348",8823,5
"6349",74135,4
"6350",15361,6
"6351",15361,6
"6352",15361,6
"6353",42034,5
"6354",94107,5
"6355",94107,5
"6356",94107,5
"6357",38340,7
"6358",38340,7
"6359",38340,7
"6360",47861,6
"6361",47861,6
"6362",47861,6
"6363",49389,8
"6364",32287,6
"6365",64274,6
"6366",64274,6
"6367",64274,6
"6368",12402,5
"6369",12402,5
"6370",12402,5
"6371",93326,5
"6372",27537,6
"6373",95625,8
"6374",7363,6
"6375",7363,6
"6376",90913,8
"6377",89154,9
"6378",89154,9
"6379",76917,7
"6380",76917,7
"6381",83266,7
"6382",82613,6
"6383",82613,6
"6384",82613,6
"6385",66404,8
"6386",72195,7
"6387",19372,4
"6388",19372,4
"6389",84185,6
"6390",13779,5
"6391",13779,5
"6392",19072,5
"6393",31328,5
"6394",26712,3
"6395",26712,3
"6396",49265,5
"6397",49265,5
"6398",58317,9
"6399",32725,5
"6400",32725,5
"6401",32725,5
"6402",5663,5
"6403",10708,4
"6404",10708,4
"6405",45136,4
"6406",23882,6
"6407",43985,7
"6408",97242,7
"6409",97242,7
"6410",97242,7
"6411",34030,7
"6412",34030,7
"6413",34030,7
"6414",34030,7
"6415",34030,7
"6416",66042,6
"6417",49061,7
"6418",8182,3
"6419",8182,3
"6420",8182,3
"6421",48235,5
"6422",89776,7
"6423",58953,9
"6424",58953,9
"6425",58953,9
"6426",73713,5
"6427",73713,5
"6428",72947,6
"6429",80884,3
"6430",80884,3
"6431",80884,3
"6432",80884,3
"6433",36962,6
"6434",41515,6
"6435",41515,6
"6436",41515,6
"6437",87216,7
"6438",49709,5
"6439",83778,5
"6440",5974,3
"6441",5974,3
"6442",65122,5
"6443",65122,5
"6444",33235,8
"6445",33235,8
"6446",33235,8
"6447",49807,3
"6448",12249,6
"6449",34628,5
"6450",75280,6
"6451",61803,5
"6452",61803,5
"6453",18091,6
"6454",18091,6
"6455",85945,2
"6456",50429,6
"6457",50429,6
"6458",62204,7
"6459",62204,7
"6460",3396,4
"6461",35798,5
"6462",35798,5
"6463",61202,6
"6464",61202,6
"6465",61202,6
"6466",61202,6
"6467",61202,6
"6468",53868,7
"6469",43837,5
"6470",99240,5
"6471",86553,6
"6472",86553,6
"6473",45576,6
"6474",45576,6
"6475",45576,6
"6476",45576,6
"6477",45576,6
"6478",44739,6
"6479",44739,6
"6480",44739,6
"6481",44739,6
"6482",44739,6
"6483",27027,5
"6484",80258,5
"6485",76125,5
"6486",76125,5
"6487",48115,4
"6488",18835,6
"6489",78163,4
"6490",17510,6
"6491",9914,6
"6492",66454,8
"6493",66454,8
"6494",66454,8
"6495",66454,8
"6496",67622,6
"6497",67622,6
"6498",67622,6
"6499",67622,6
"6500",75885,7
"6501",26031,3
"6502",71536,7
"6503",87070,4
"6504",61793,5
"6505",61793,5
"6506",31086,6
"6507",31086,6
"6508",78733,3
"6509",22916,8
"6510",69302,5
"6511",69302,5
"6512",48220,8
"6513",65935,6
"6514",65935,6
"6515",65935,6
"6516",80161,5
"6517",91697,5
"6518",93858,7
"6519",93858,7
"6520",93858,7
"6521",93858,7
"6522",27216,7
"6523",76380,6
"6524",57847,6
"6525",57847,6
"6526",95092,6
"6527",59455,7
"6528",59455,7
"6529",59455,7
"6530",70047,6
"6531",5711,5
"6532",9289,9
"6533",9289,9
"6534",77499,3
"6535",77499,3
"6536",77499,3
"6537",77499,3
"6538",13072,3
"6539",13072,3
"6540",13072,3
"6541",13072,3
"6542",74872,6
"6543",64551,7
"6544",64551,7
"6545",64551,7
"6546",64551,7
"6547",77191,5
"6548",77191,5
"6549",52628,4
"6550",52628,4
"6551",52628,4
"6552",52628,4
"6553",58351,7
"6554",58351,7
"6555",18207,5
"6556",85064,7
"6557",85064,7
"6558",85064,7
"6559",85064,7
"6560",17562,6
"6561",80402,5
"6562",82998,4
"6563",82998,4
"6564",82998,4
"6565",82998,4
"6566",8760,6
"6567",64740,8
"6568",64740,8
"6569",81442,6
"6570",81442,6
"6571",81442,6
"6572",25266,4
"6573",25266,4
"6574",25266,4
"6575",25266,4
"6576",51576,5
"6577",51576,5
"6578",51576,5
"6579",51576,5
"6580",49514,6
"6581",46708,6
"6582",94033,6
"6583",32715,4
"6584",3654,4
"6585",65484,5
"6586",48289,5
"6587",81397,6
"6588",81397,6
"6589",82990,6
"6590",20454,4
"6591",4798,3
"6592",4798,3
"6593",4798,3
"6594",11490,5
"6595",11490,5
"6596",11490,5
"6597",89324,7
"6598",99243,8
"6599",43727,4
"6600",43727,4
"6601",74979,4
"6602",74979,4
"6603",31023,4
"6604",31023,4
"6605",55566,5
"6606",30187,8
"6607",30187,8
"6608",30187,8
"6609",24889,7
"6610",43274,6
"6611",43274,6
"6612",43274,6
"6613",43274,6
"6614",43274,6
"6615",27084,6
"6616",27084,6
"6617",27084,6
"6618",27084,6
"6619",27084,6
"6620",27084,6
"6621",27084,6
"6622",57928,5
"6623",65427,5
"6624",79326,8
"6625",79326,8
"6626",84995,4
"6627",45360,6
"6628",69397,7
"6629",53139,7
"6630",53139,7
"6631",53139,7
"6632",53139,7
"6633",25017,4
"6634",22034,4
"6635",62742,7
"6636",16571,5
"6637",37397,7
"6638",37397,7
"6639",37397,7
"6640",37397,7
"6641",12103,3
"6642",94186,5
"6643",79342,7
"6644",79342,7
"6645",79342,7
"6646",79342,7
"6647",93503,7
"6648",59951,6
"6649",59951,6
"6650",29383,8
"6651",8645,3
"6652",8645,3
"6653",61540,9
"6654",19597,7
"6655",71048,5
"6656",45742,4
"6657",45885,6
"6658",27628,5
"6659",43881,5
"6660",24821,6
"6661",24821,6
"6662",24821,6
"6663",18392,6
"6664",18392,6
"6665",40475,5
"6666",15367,8
"6667",21996,6
"6668",17589,6
"6669",17589,6
"6670",1481,5
"6671",1481,5
"6672",1481,5
"6673",44979,7
"6674",5652,7
"6675",86209,6
"6676",72360,5
"6677",72360,5
"6678",72360,5
"6679",69215,5
"6680",69215,5
"6681",69215,5
"6682",69215,5
"6683",69215,5
"6684",69215,5
"6685",17864,5
"6686",69236,8
"6687",69236,8
"6688",82135,4
"6689",64180,3
"6690",64180,3
"6691",50904,5
"6692",33771,3
"6693",91257,4
"6694",61256,4
"6695",98902,8
"6696",92630,6
"6697",92630,6
"6698",13260,7
"6699",60277,5
"6700",60277,5
"6701",63301,4
"6702",25648,3
"6703",25648,3
"6704",25648,3
"6705",33636,8
"6706",47292,5
"6707",47292,5
"6708",47292,5
"6709",28783,7
"6710",99710,6
"6711",57823,5
"6712",28201,5
"6713",28201,5
"6714",28201,5
"6715",17872,5
"6716",69343,8
"6717",69343,8
"6718",18241,6
"6719",52805,4
"6720",29614,5
"6721",25019,4
"6722",25019,4
"6723",25019,4
"6724",71199,5
"6725",55072,7
"6726",10952,4
"6727",10952,4
"6728",22202,5
"6729",23900,6
"6730",42414,5
"6731",42414,5
"6732",50068,5
"6733",50068,5
"6734",50068,5
"6735",50068,5
"6736",55795,6
"6737",55795,6
"6738",60471,9
"6739",60471,9
"6740",35684,3
"6741",34890,6
"6742",39018,5
"6743",83864,5
"6744",83864,5
"6745",83864,5
"6746",10562,5
"6747",10562,5
"6748",98053,5
"6749",67145,5
"6750",33912,6
"6751",37268,7
"6752",37268,7
"6753",37268,7
"6754",37268,7
"6755",19645,7
"6756",19645,7
"6757",19645,7
"6758",19645,7
"6759",11718,5
"6760",16116,5
"6761",16116,5
"6762",80922,3
"6763",80922,3
"6764",10658,5
"6765",10658,5
"6766",10658,5
"6767",10658,5
"6768",10658,5
"6769",59616,5
"6770",86286,7
"6771",49573,5
"6772",61329,8
"6773",61329,8
"6774",88789,8
"6775",88789,8
"6776",49953,4
"6777",2638,4
"6778",69281,7
"6779",67473,2
"6780",86275,9
"6781",86275,9
"6782",86275,9
"6783",86275,9
"6784",86275,9
"6785",77346,6
"6786",41548,4
"6787",37651,7
"6788",12194,7
"6789",12194,7
"6790",12194,7
"6791",53256,7
"6792",53256,7
"6793",53256,7
"6794",52741,3
"6795",63201,8
"6796",63201,8
"6797",15151,6
"6798",12581,5
"6799",2796,5
"6800",17406,5
"6801",53333,4
"6802",50838,5
"6803",53991,6
"6804",60186,5
"6805",14084,6
"6806",5305,5
"6807",98478,8
"6808",76434,6
"6809",76434,6
"6810",53421,6
"6811",78993,5
"6812",85545,6
"6813",85545,6
"6814",58180,5
"6815",58180,5
"6816",78531,5
"6817",78531,5
"6818",29282,7
"6819",25001,4
"6820",16628,5
"6821",63960,5
"6822",96821,6
"6823",96821,6
"6824",96821,6
"6825",30065,9
"6826",30065,9
"6827",30065,9
"6828",90226,7
"6829",65764,6
"6830",87925,5
"6831",87925,5
"6832",31221,7
"6833",33017,6
"6834",33017,6
"6835",33017,6
"6836",6440,5
"6837",6440,5
"6838",6440,5
"6839",6440,5
"6840",36213,6
"6841",36213,6
"6842",47313,5
"6843",7335,4
"6844",8917,9
"6845",74158,2
"6846",82583,5
"6847",75602,6
"6848",73363,6
"6849",90219,5
"6850",90219,5
"6851",90519,4
"6852",90519,4
"6853",90519,4
"6854",92173,5
"6855",92173,5
"6856",92173,5
"6857",92173,5
"6858",8574,3
"6859",8574,3
"6860",9034,7
"6861",9034,7
"6862",9034,7
"6863",9034,7
"6864",9034,7
"6865",53264,9
"6866",53264,9
"6867",53264,9
"6868",53264,9
"6869",53264,9
"6870",72604,6
"6871",75339,5
"6872",75339,5
"6873",75339,5
"6874",75339,5
"6875",75339,5
"6876",13047,7
"6877",80481,7
"6878",80481,7
"6879",58817,3
"6880",21379,6
"6881",21379,6
"6882",62414,5
"6883",35486,6
"6884",70166,5
"6885",70166,5
"6886",48332,6
"6887",70034,6
"6888",26286,5
"6889",35261,5
"6890",69609,4
"6891",59359,8
"6892",59359,8
"6893",42586,6
"6894",85737,6
"6895",85737,6
"6896",85737,6
"6897",33338,4
"6898",33338,4
"6899",33338,4
"6900",6124,5
"6901",6124,5
"6902",6124,5
"6903",6124,5
"6904",6124,5
"6905",73574,7
"6906",73574,7
"6907",58904,7
"6908",58904,7
"6909",40250,3
"6910",40250,3
"6911",40250,3
"6912",48612,7
"6913",54300,5
"6914",54300,5
"6915",54300,5
"6916",30915,3
"6917",30915,3
"6918",30915,3
"6919",58767,6
"6920",58767,6
"6921",58767,6
"6922",58767,6
"6923",58767,6
"6924",58767,6
"6925",40057,6
"6926",19272,5
"6927",19272,5
"6928",19272,5
"6929",69968,6
"6930",69968,6
"6931",69968,6
"6932",97859,3
"6933",83789,7
"6934",83789,7
"6935",13686,5
"6936",98145,5
"6937",86361,6
"6938",86361,6
"6939",42088,5
"6940",23149,6
"6941",34514,7
"6942",34514,7
"6943",100558,7
"6944",100558,7
"6945",100558,7
"6946",100558,7
"6947",16685,6
"6948",16685,6
"6949",16685,6
"6950",16685,6
"6951",16685,6
"6952",89439,6
"6953",89439,6
"6954",19770,5
"6955",14607,5
"6956",50215,6
"6957",100807,5
"6958",61171,7
"6959",61171,7
"6960",61171,7
"6961",84323,6
"6962",34798,4
"6963",87242,5
"6964",87242,5
"6965",57265,7
"6966",57265,7
"6967",57265,7
"6968",76402,5
"6969",76402,5
"6970",76402,5
"6971",52438,7
"6972",66421,7
"6973",84275,8
"6974",84275,8
"6975",49102,5
"6976",48920,8
"6977",31348,6
"6978",76536,5
"6979",76536,5
"6980",64539,8
"6981",21894,5
"6982",21894,5
"6983",21894,5
"6984",21894,5
"6985",28741,5
"6986",6988,6
"6987",11684,4
"6988",26405,3
"6989",33136,6
"6990",33136,6
"6991",33136,6
"6992",65543,7
"6993",65543,7
"6994",29103,6
"6995",29103,6
"6996",29103,6
"6997",29103,6
"6998",29103,6
"6999",29103,6
"7000",46304,4
"7001",46304,4
"7002",46304,4
"7003",46304,4
"7004",24725,7
"7005",24725,7
"7006",70170,5
"7007",18187,5
"7008",9861,3
"7009",9861,3
"7010",9861,3
"7011",9861,3
"7012",86597,6
"7013",86597,6
"7014",50008,5
"7015",62924,5
"7016",63793,3
"7017",19948,5
"7018",19948,5
"7019",11782,5
"7020",90725,5
"7021",31425,5
"7022",88796,5
"7023",27052,6
"7024",81999,6
"7025",81999,6
"7026",68828,4
"7027",44016,5
"7028",76721,6
"7029",76721,6
"7030",13149,5
"7031",53006,8
"7032",53006,8
"7033",53006,8
"7034",45613,5
"7035",23507,5
"7036",23507,5
"7037",23507,5
"7038",79144,8
"7039",79144,8
"7040",79144,8
"7041",79144,8
"7042",79144,8
"7043",75246,5
"7044",75246,5
"7045",91110,4
"7046",93798,4
"7047",43685,6
"7048",43685,6
"7049",45276,5
"7050",19107,7
"7051",19107,7
"7052",92330,7
"7053",96585,8
"7054",96585,8
"7055",30232,4
"7056",42905,6
"7057",42905,6
"7058",81858,5
"7059",81858,5
"7060",75970,6
"7061",72076,4
"7062",72076,4
"7063",72076,4
"7064",61001,5
"7065",85185,5
"7066",85185,5
"7067",11972,6
"7068",11972,6
"7069",32527,6
"7070",33131,5
"7071",50523,7
"7072",38598,4
"7073",50367,7
"7074",50367,7
"7075",50367,7
"7076",63662,5
"7077",64091,6
"7078",64091,6
"7079",64091,6
"7080",63380,5
"7081",17914,5
"7082",38990,5
"7083",38990,5
"7084",66131,5
"7085",66131,5
"7086",19224,5
"7087",25527,8
"7088",11471,5
"7089",43634,6
"7090",43634,6
"7091",4189,5
"7092",76560,5
"7093",76560,5
"7094",76560,5
"7095",23817,4
"7096",23817,4
"7097",23817,4
"7098",62572,4
"7099",62572,4
"7100",62572,4
"7101",23197,6
"7102",48159,5
"7103",62199,5
"7104",92854,5
"7105",92854,5
"7106",92854,5
"7107",36206,5
"7108",36206,5
"7109",91556,5
"7110",91556,5
"7111",57566,4
"7112",57566,4
"7113",57566,4
"7114",49898,5
"7115",49898,5
"7116",49898,5
"7117",49898,5
"7118",49898,5
"7119",38177,7
"7120",58241,5
"7121",34800,7
"7122",34800,7
"7123",34800,7
"7124",53428,7
"7125",80976,5
"7126",88159,6
"7127",67620,6
"7128",67620,6
"7129",67620,6
"7130",67620,6
"7131",67620,6
"7132",34157,5
"7133",34157,5
"7134",31090,3
"7135",12954,8
"7136",29469,5
"7137",29469,5
"7138",29469,5
"7139",29469,5
"7140",29469,5
"7141",8617,5
"7142",24336,5
"7143",24336,5
"7144",24336,5
"7145",24336,5
"7146",24336,5
"7147",87322,5
"7148",94756,6
"7149",94756,6
"7150",55824,7
"7151",55824,7
"7152",55824,7
"7153",55824,7
"7154",57695,8
"7155",57695,8
"7156",57695,8
"7157",77078,7
"7158",50244,4
"7159",50244,4
"7160",50244,4
"7161",71926,7
"7162",37168,7
"7163",98755,7
"7164",71908,7
"7165",74240,3
"7166",62360,7
"7167",62360,7
"7168",62360,7
"7169",62360,7
"7170",62360,7
"7171",62360,7
"7172",59844,2
"7173",19899,6
"7174",19899,6
"7175",58757,7
"7176",58757,7
"7177",58757,7
"7178",58757,7
"7179",58757,7
"7180",29368,6
"7181",29368,6
"7182",29368,6
"7183",35747,5
"7184",21701,5
"7185",20002,4
"7186",20002,4
"7187",20002,4
"7188",20002,4
"7189",20002,4
"7190",95645,6
"7191",95645,6
"7192",45392,4
"7193",45392,4
"7194",45392,4
"7195",64798,5
"7196",90821,7
"7197",90821,7
"7198",32489,3
"7199",4827,7
"7200",59327,7
"7201",59327,7
"7202",59327,7
"7203",59327,7
"7204",56877,6
"7205",56877,6
"7206",28603,6
"7207",88564,6
"7208",88564,6
"7209",88564,6
"7210",14013,5
"7211",59800,8
"7212",59800,8
"7213",59800,8
"7214",59800,8
"7215",85553,7
"7216",66423,6
"7217",66423,6
"7218",37094,7
"7219",27792,7
"7220",65706,4
"7221",28500,5
"7222",13619,5
"7223",13619,5
"7224",13619,5
"7225",13619,5
"7226",48741,3
"7227",91344,5
"7228",58226,6
"7229",63908,8
"7230",63908,8
"7231",86270,5
"7232",67929,8
"7233",67929,8
"7234",67929,8
"7235",32491,5
"7236",32491,5
"7237",53050,5
"7238",53050,5
"7239",47718,4
"7240",47718,4
"7241",42604,10
"7242",42604,10
"7243",42604,10
"7244",42604,10
"7245",7731,9
"7246",100074,5
"7247",100074,5
"7248",100074,5
"7249",63351,4
"7250",75413,5
"7251",75413,5
"7252",98495,9
"7253",54404,7
"7254",53858,7
"7255",27562,6
"7256",27562,6
"7257",61506,4
"7258",61506,4
"7259",61506,4
"7260",17536,3
"7261",93008,5
"7262",69007,7
"7263",39452,5
"7264",39452,5
"7265",61865,5
"7266",71358,4
"7267",46456,2
"7268",75479,8
"7269",77729,5
"7270",38660,5
"7271",4679,5
"7272",4679,5
"7273",4679,5
"7274",17212,3
"7275",96532,5
"7276",96532,5
"7277",8279,6
"7278",78094,5
"7279",78094,5
"7280",78094,5
"7281",78094,5
"7282",78094,5
"7283",93887,6
"7284",93887,6
"7285",93887,6
"7286",22845,5
"7287",22845,5
"7288",22143,6
"7289",22143,6
"7290",22143,6
"7291",22143,6
"7292",22143,6
"7293",88368,5
"7294",41348,5
"7295",65785,8
"7296",67357,8
"7297",36626,6
"7298",36626,6
"7299",36626,6
"7300",36626,6
"7301",39263,5
"7302",13609,5
"7303",13609,5
"7304",50785,5
"7305",50785,5
"7306",48477,2
"7307",92970,5
"7308",64979,5
"7309",13579,8
"7310",32728,7
"7311",32728,7
"7312",57169,4
"7313",57169,4
"7314",49059,4
"7315",49059,4
"7316",12965,5
"7317",12965,5
"7318",12965,5
"7319",12965,5
"7320",62606,5
"7321",62606,5
"7322",62606,5
"7323",62606,5
"7324",57303,6
"7325",19783,4
"7326",19783,4
"7327",19783,4
"7328",31822,5
"7329",31822,5
"7330",4374,5
"7331",17772,5
"7332",17772,5
"7333",16521,6
"7334",97708,6
"7335",97708,6
"7336",45652,6
"7337",37634,4
"7338",89871,5
"7339",29679,8
"7340",24963,5
"7341",24963,5
"7342",24963,5
"7343",24963,5
"7344",24963,5
"7345",42093,7
"7346",42017,5
"7347",12222,5
"7348",12222,5
"7349",56346,6
"7350",56346,6
"7351",56346,6
"7352",56346,6
"7353",14602,5
"7354",14602,5
"7355",42801,5
"7356",42801,5
"7357",54630,6
"7358",54630,6
"7359",10358,3
"7360",10358,3
"7361",23245,7
"7362",8872,6
"7363",42151,3
"7364",42151,3
"7365",74226,5
"7366",92097,8
"7367",14403,6
"7368",49278,5
"7369",76889,4
"7370",13583,4
"7371",656,3
"7372",25450,6
"7373",42241,5
"7374",87150,4
"7375",33464,5
"7376",33464,5
"7377",72616,5
"7378",72616,5
"7379",41640,5
"7380",41640,5
"7381",58633,5
"7382",44847,6
"7383",44847,6
"7384",16940,4
"7385",11424,6
"7386",66473,7
"7387",89205,6
"7388",89205,6
"7389",89205,6
"7390",58766,5
"7391",96649,4
"7392",27398,2
"7393",27398,2
"7394",45962,7
"7395",45962,7
"7396",45962,7
"7397",14293,3
"7398",95621,6
"7399",27536,5
"7400",94600,5
"7401",9528,7
"7402",9528,7
"7403",9528,7
"7404",9528,7
"7405",61923,7
"7406",61923,7
"7407",34162,5
"7408",34162,5
"7409",34162,5
"7410",34162,5
"7411",34162,5
"7412",47373,5
"7413",47373,5
"7414",47373,5
"7415",47373,5
"7416",47373,5
"7417",35113,3
"7418",47441,5
"7419",47441,5
"7420",47441,5
"7421",47441,5
"7422",64227,4
"7423",64227,4
"7424",64227,4
"7425",64227,4
"7426",64227,4
"7427",80162,5
"7428",80162,5
"7429",92407,4
"7430",92407,4
"7431",92407,4
"7432",92407,4
"7433",92407,4
"7434",72788,5
"7435",91796,6
"7436",91796,6
"7437",91796,6
"7438",43506,5
"7439",64418,4
"7440",37308,8
"7441",13721,6
"7442",13721,6
"7443",40384,5
"7444",69350,5
"7445",38835,5
"7446",67089,5
"7447",67089,5
"7448",42516,8
"7449",42516,8
"7450",42516,8
"7451",42516,8
"7452",42516,8
"7453",38913,8
"7454",38913,8
"7455",86528,6
"7456",15717,6
"7457",57020,3
"7458",57020,3
"7459",82841,7
"7460",548,7
"7461",548,7
"7462",86512,6
"7463",86512,6
"7464",86512,6
"7465",65058,5
"7466",76643,8
"7467",76643,8
"7468",76643,8
"7469",77389,7
"7470",53683,9
"7471",53683,9
"7472",53683,9
"7473",53683,9
"7474",53683,9
"7475",78171,6
"7476",44059,8
"7477",81950,7
"7478",40448,2
"7479",58392,8
"7480",58392,8
"7481",69440,3
"7482",12770,3
"7483",38391,6
"7484",88513,7
"7485",85258,4
"7486",97692,6
"7487",97692,6
"7488",74410,3
"7489",52497,8
"7490",56220,2
"7491",57119,4
"7492",57119,4
"7493",57119,4
"7494",57119,4
"7495",57119,4
"7496",20320,6
"7497",77618,4
"7498",52942,3
"7499",72018,6
"7500",72018,6
"7501",72018,6
"7502",72018,6
"7503",72018,6
"7504",1098,6
"7505",92912,5
"7506",92912,5
"7507",77182,6
"7508",84850,6
"7509",84850,6
"7510",22345,3
"7511",22345,3
"7512",22345,3
"7513",22345,3
"7514",99877,6
"7515",95681,4
"7516",19777,6
"7517",28021,5
"7518",16052,5
"7519",588,7
"7520",588,7
"7521",588,7
"7522",68474,2
"7523",68474,2
"7524",67898,9
"7525",15359,7
"7526",7610,6
"7527",7610,6
"7528",93156,7
"7529",57453,5
"7530",22348,5
"7531",28425,3
"7532",46205,6
"7533",79645,6
"7534",60406,7
"7535",24452,4
"7536",81262,6
"7537",59630,5
"7538",66485,5
"7539",95672,5
"7540",19358,5
"7541",83668,8
"7542",49267,5
"7543",49267,5
"7544",49267,5
"7545",21154,7
"7546",80439,6
"7547",80439,6
"7548",80439,6
"7549",48467,7
"7550",28516,6
"7551",10597,8
"7552",63962,9
"7553",31152,5
"7554",47332,8
"7555",47332,8
"7556",25486,7
"7557",42742,5
"7558",8326,6
"7559",8326,6
"7560",55298,6
"7561",21951,5
"7562",21951,5
"7563",21951,5
"7564",48465,7
"7565",48465,7
"7566",15094,5
"7567",67146,5
"7568",67146,5
"7569",67146,5
"7570",67146,5
"7571",90286,7
"7572",69892,5
"7573",51053,5
"7574",51053,5
"7575",50197,8
"7576",50197,8
"7577",50197,8
"7578",50197,8
"7579",74682,6
"7580",50338,5
"7581",50338,5
"7582",64907,6
"7583",76208,7
"7584",76208,7
"7585",4788,5
"7586",63286,6
"7587",63286,6
"7588",63286,6
"7589",63286,6
"7590",75919,6
"7591",43577,5
"7592",43577,5
"7593",62751,5
"7594",8740,8
"7595",8740,8
"7596",56327,5
"7597",56327,5
"7598",56327,5
"7599",68276,7
"7600",68276,7
"7601",68276,7
"7602",68276,7
"7603",68276,7
"7604",68276,7
"7605",79110,4
"7606",25179,6
"7607",51872,7
"7608",51872,7
"7609",80229,4
"7610",73007,5
"7611",73007,5
"7612",91149,8
"7613",91149,8
"7614",91149,8
"7615",91149,8
"7616",91149,8
"7617",40182,5
"7618",90950,5
"7619",90950,5
"7620",67673,4
"7621",67673,4
"7622",24133,6
"7623",24133,6
"7624",2072,7
"7625",88103,5
"7626",88103,5
"7627",29424,5
"7628",29424,5
"7629",42316,3
"7630",71952,4
"7631",89409,5
"7632",11412,7
"7633",11412,7
"7634",11412,7
"7635",73545,5
"7636",41811,6
"7637",41811,6
"7638",91736,9
"7639",91736,9
"7640",8528,5
"7641",8528,5
"7642",21243,8
"7643",21243,8
"7644",21243,8
"7645",21243,8
"7646",21243,8
"7647",37908,6
"7648",37908,6
"7649",45173,4
"7650",14704,5
"7651",96875,5
"7652",96875,5
"7653",96875,5
"7654",96875,5
"7655",90221,5
"7656",90221,5
"7657",59176,6
"7658",59176,6
"7659",59176,6
"7660",84760,6
"7661",14121,5
"7662",14121,5
"7663",49274,3
"7664",49274,3
"7665",49274,3
"7666",49274,3
"7667",49274,3
"7668",49274,3
"7669",44215,3
"7670",44215,3
"7671",79722,6
"7672",79722,6
"7673",79722,6
"7674",79722,6
"7675",79722,6
"7676",26085,5
"7677",16830,8
"7678",27133,7
"7679",27133,7
"7680",27133,7
"7681",27133,7
"7682",27133,7
"7683",25290,6
"7684",25290,6
"7685",25290,6
"7686",25290,6
"7687",25290,6
"7688",25290,6
"7689",84843,6
"7690",62137,4
"7691",58244,7
"7692",58244,7
"7693",58244,7
"7694",58244,7
"7695",58244,7
"7696",58244,7
"7697",75547,4
"7698",35296,5
"7699",35296,5
"7700",35296,5
"7701",82581,6
"7702",77457,6
"7703",19122,8
"7704",19122,8
"7705",19122,8
"7706",19122,8
"7707",19122,8
"7708",42908,6
"7709",42908,6
"7710",14918,4
"7711",35274,9
"7712",35274,9
"7713",35274,9
"7714",35274,9
"7715",29554,7
"7716",29554,7
"7717",82212,5
"7718",47340,6
"7719",47904,6
"7720",47904,6
"7721",59564,6
"7722",99416,8
"7723",21811,5
"7724",21811,5
"7725",21811,5
"7726",66165,9
"7727",35390,5
"7728",45589,6
"7729",33313,6
"7730",4011,6
"7731",4011,6
"7732",61961,7
"7733",61961,7
"7734",53824,8
"7735",53824,8
"7736",62634,7
"7737",62634,7
"7738",532,3
"7739",10825,3
"7740",10825,3
"7741",64730,5
"7742",64730,5
"7743",64730,5
"7744",64730,5
"7745",26990,4
"7746",18326,5
"7747",18326,5
"7748",18326,5
"7749",18326,5
"7750",37498,5
"7751",68353,5
"7752",68140,4
"7753",24840,6
"7754",98866,5
"7755",98866,5
"7756",20042,7
"7757",8475,6
"7758",41223,7
"7759",41223,7
"7760",41223,7
"7761",53923,7
"7762",53923,7
"7763",81568,6
"7764",81568,6
"7765",74112,6
"7766",74112,6
"7767",74112,6
"7768",74112,6
"7769",54832,6
"7770",54832,6
"7771",54832,6
"7772",54832,6
"7773",53737,5
"7774",53737,5
"7775",30648,5
"7776",30648,5
"7777",30648,5
"7778",90105,6
"7779",90105,6
"7780",90105,6
"7781",90105,6
"7782",90105,6
"7783",90105,6
"7784",41576,6
"7785",16071,7
"7786",16071,7
"7787",16071,7
"7788",44121,3
"7789",44121,3
"7790",55587,5
"7791",18299,7
"7792",53005,8
"7793",83162,6
"7794",72322,6
"7795",72322,6
"7796",79396,5
"7797",59969,6
"7798",59969,6
"7799",25222,4
"7800",25222,4
"7801",25222,4
"7802",25222,4
"7803",25222,4
"7804",25222,4
"7805",44383,5
"7806",44383,5
"7807",44383,5
"7808",39947,6
"7809",69020,5
"7810",44374,6
"7811",44374,6
"7812",38465,7
"7813",25107,5
"7814",64606,7
"7815",61911,6
"7816",12121,5
"7817",12121,5
"7818",12121,5
"7819",12121,5
"7820",38555,5
"7821",54161,6
"7822",54161,6
"7823",54161,6
"7824",54161,6
"7825",54161,6
"7826",11383,7
"7827",92391,8
"7828",35052,5
"7829",35052,5
"7830",36399,6
"7831",36399,6
"7832",36399,6
"7833",36399,6
"7834",36408,5
"7835",36408,5
"7836",36408,5
"7837",36408,5
"7838",36408,5
"7839",36408,5
"7840",36408,5
"7841",50586,5
"7842",71750,8
"7843",71750,8
"7844",71750,8
"7845",10959,4
"7846",10959,4
"7847",25452,5
"7848",67302,6
"7849",24793,5
"7850",36288,6
"7851",91037,6
"7852",38787,7
"7853",64631,7
"7854",64631,7
"7855",19853,6
"7856",6196,5
"7857",80677,5
"7858",80677,5
"7859",70505,6
"7860",47164,8
"7861",47164,8
"7862",47164,8
"7863",47164,8
"7864",47164,8
"7865",69621,3
"7866",69621,3
"7867",69621,3
"7868",29249,5
