"","unid","num_score"
"3908",8645,3
"3909",8645,3
"3910",19597,4
"3911",71048,3
"3912",45742,2
"3913",45885,5
"3914",27628,5
"3915",24821,6
"3916",24821,6
"3917",24821,6
"3918",18392,4
"3919",18392,4
"3920",15367,5
"3921",1481,2
"3922",1481,2
"3923",1481,2
"3924",72360,2
"3925",72360,2
"3926",72360,2
"3927",69215,3
"3928",69215,3
"3929",69215,3
"3930",69215,3
"3931",69215,3
"3932",69215,3
"3933",17864,4
"3934",69236,5
"3935",69236,5
"3936",82135,2
"3937",64180,3
"3938",64180,3
"3939",33771,3
"3940",91257,1
"3941",98902,2
"3942",92630,2
"3943",92630,2
"3944",13260,3
"3945",33636,4
"3946",28783,3
"3947",99710,3
"3948",57823,3
"3949",28201,2
"3950",28201,2
"3951",28201,2
"3952",17872,2
"3953",29614,1
"3954",25019,5
"3955",25019,5
"3956",25019,5
"3957",55072,4
"3958",42414,5
"3959",42414,5
"3960",50068,4
"3961",50068,4
"3962",50068,4
"3963",50068,4
"3964",60471,3
"3965",60471,3
"3966",35684,2
"3967",34890,4
"3968",39018,4
"3969",10562,5
"3970",10562,5
"3971",98053,4
"3972",67145,3
"3973",33912,2
"3974",37268,1
"3975",37268,1
"3976",37268,1
"3977",37268,1
"3978",19645,3
"3979",19645,3
"3980",19645,3
"3981",19645,3
"3982",16116,3
"3983",16116,3
"3984",10658,2
"3985",10658,2
"3986",10658,2
"3987",10658,2
"3988",10658,2
"3989",59616,2
"3990",86286,3
"3991",49573,7
"3992",61329,3
"3993",61329,3
"3994",88789,8
"3995",88789,8
"3996",69281,5
"3997",86275,4
"3998",86275,4
"3999",86275,4
"4000",86275,4
"4001",86275,4
"4002",41548,3
"4003",63201,3
"4004",63201,3
"4005",15151,4
"4006",12581,2
"4007",2796,3
"4008",17406,4
"4009",53333,2
"4010",5305,3
"4011",98478,7
"4012",76434,4
"4013",76434,4
"4014",53421,8
"4015",78993,5
"4016",58180,5
"4017",58180,5
"4018",78531,2
"4019",78531,2
"4020",29282,3
"4021",63960,4
"4022",30065,2
"4023",30065,2
"4024",30065,2
"4025",90226,4
"4026",65764,2
"4027",31221,3
"4028",33017,2
"4029",33017,2
"4030",33017,2
"4031",6440,3
"4032",6440,3
"4033",6440,3
"4034",6440,3
"4035",36213,5
"4036",36213,5
"4037",8917,4
"4038",74158,4
"4039",73363,2
"4040",90219,3
"4041",90219,3
"4042",90519,2
"4043",90519,2
"4044",90519,2
"4045",9034,4
"4046",9034,4
"4047",9034,4
"4048",9034,4
"4049",9034,4
"4050",53264,5
"4051",53264,5
"4052",53264,5
"4053",53264,5
"4054",53264,5
"4055",72604,1
"4056",75339,2
"4057",75339,2
"4058",75339,2
"4059",75339,2
"4060",75339,2
"4061",13047,4
"4062",80481,4
"4063",80481,4
"4064",62414,1
"4065",35486,5
"4066",70034,1
"4067",69609,5
"4068",59359,6
"4069",59359,6
"4070",42586,5
"4071",85737,4
"4072",85737,4
"4073",85737,4
"4074",73574,3
"4075",73574,3
"4076",40250,3
"4077",40250,3
"4078",40250,3
"4079",48612,6
"4080",54300,3
"4081",54300,3
"4082",54300,3
"4083",58767,5
"4084",58767,5
"4085",58767,5
"4086",58767,5
"4087",58767,5
"4088",58767,5
"4089",40057,5
"4090",19272,6
"4091",19272,6
"4092",19272,6
"4093",97859,4
"4094",83789,4
"4095",83789,4
"4096",98145,2
"4097",86361,3
"4098",86361,3
"4099",23149,2
"4100",34514,4
"4101",34514,4
"4102",100558,6
"4103",100558,6
"4104",100558,6
"4105",100558,6
"4106",89439,2
"4107",89439,2
"4108",14607,2
"4109",50215,3
"4110",100807,4
"4111",84323,3
"4112",66421,3
"4113",84275,4
"4114",84275,4
"4115",48920,5
"4116",31348,1
"4117",76536,3
"4118",76536,3
"4119",6988,5
"4120",11684,3
"4121",26405,2
"4122",33136,1
"4123",33136,1
"4124",33136,1
"4125",65543,5
"4126",65543,5
"4127",29103,3
"4128",29103,3
"4129",29103,3
"4130",29103,3
"4131",29103,3
"4132",29103,3
"4133",18187,2
"4134",86597,3
"4135",86597,3
"4136",50008,5
"4137",63793,1
"4138",19948,3
"4139",19948,3
"4140",11782,2
"4141",31425,3
"4142",27052,1
"4143",13149,2
"4144",23507,3
"4145",23507,3
"4146",23507,3
"4147",79144,2
"4148",79144,2
"4149",79144,2
"4150",79144,2
"4151",79144,2
"4152",93798,3
"4153",43685,1
"4154",43685,1
"4155",45276,4
"4156",92330,4
"4157",96585,4
"4158",96585,4
"4159",81858,3
"4160",81858,3
"4161",72076,4
"4162",72076,4
"4163",72076,4
"4164",85185,2
"4165",85185,2
"4166",32527,2
"4167",33131,4
"4168",50523,4
"4169",38598,1
"4170",50367,5
"4171",50367,5
"4172",50367,5
"4173",63662,3
"4174",17914,5
"4175",38990,4
"4176",38990,4
"4177",25527,3
"4178",11471,5
"4179",43634,5
"4180",43634,5
"4181",4189,3
"4182",76560,2
"4183",76560,2
"4184",76560,2
"4185",23197,3
"4186",48159,2
"4187",62199,2
"4188",92854,6
"4189",92854,6
"4190",92854,6
"4191",36206,3
"4192",36206,3
"4193",91556,3
"4194",91556,3
"4195",57566,2
"4196",57566,2
"4197",57566,2
"4198",49898,2
"4199",49898,2
"4200",49898,2
"4201",49898,2
"4202",49898,2
"4203",38177,2
"4204",58241,2
"4205",34800,2
"4206",34800,2
"4207",34800,2
"4208",53428,3
"4209",88159,3
"4210",67620,4
"4211",67620,4
"4212",67620,4
"4213",67620,4
"4214",67620,4
"4215",31090,3
"4216",12954,3
"4217",29469,5
"4218",29469,5
"4219",29469,5
"4220",29469,5
"4221",29469,5
"4222",24336,3
"4223",24336,3
"4224",24336,3
"4225",24336,3
"4226",24336,3
"4227",87322,3
"4228",94756,4
"4229",94756,4
"4230",55824,4
"4231",55824,4
"4232",55824,4
"4233",55824,4
"4234",57695,5
"4235",57695,5
"4236",57695,5
"4237",77078,6
"4238",50244,5
"4239",50244,5
"4240",50244,5
"4241",71926,3
"4242",37168,3
"4243",98755,2
"4244",71908,4
"4245",74240,3
"4246",59844,3
"4247",58757,3
"4248",58757,3
"4249",58757,3
"4250",58757,3
"4251",58757,3
"4252",29368,2
"4253",29368,2
"4254",29368,2
"4255",95645,3
"4256",95645,3
"4257",90821,2
"4258",90821,2
"4259",4827,3
"4260",59327,3
"4261",59327,3
"4262",59327,3
"4263",59327,3
"4264",56877,5
"4265",56877,5
"4266",88564,4
"4267",88564,4
"4268",88564,4
"4269",59800,5
"4270",59800,5
"4271",59800,5
"4272",59800,5
"4273",85553,3
"4274",66423,2
"4275",66423,2
"4276",37094,4
"4277",27792,3
"4278",48741,2
"4279",91344,6
"4280",58226,2
"4281",67929,4
"4282",67929,4
"4283",67929,4
"4284",53050,3
"4285",53050,3
"4286",42604,5
"4287",42604,5
"4288",42604,5
"4289",42604,5
"4290",7731,4
"4291",63351,4
"4292",75413,4
"4293",75413,4
"4294",98495,5
"4295",54404,4
"4296",27562,3
"4297",27562,3
"4298",17536,3
"4299",93008,5
"4300",39452,3
"4301",39452,3
"4302",71358,3
"4303",46456,3
"4304",75479,7
"4305",77729,3
"4306",38660,5
"4307",4679,2
"4308",4679,2
"4309",4679,2
"4310",96532,2
"4311",96532,2
"4312",93887,3
"4313",93887,3
"4314",93887,3
"4315",22143,5
"4316",22143,5
"4317",22143,5
"4318",22143,5
"4319",22143,5
"4320",67357,7
"4321",36626,3
"4322",36626,3
"4323",36626,3
"4324",36626,3
"4325",39263,2
"4326",13609,5
"4327",13609,5
"4328",50785,2
"4329",50785,2
"4330",48477,2
"4331",92970,4
"4332",13579,4
"4333",57169,3
"4334",57169,3
"4335",12965,4
"4336",12965,4
"4337",12965,4
"4338",12965,4
"4339",62606,6
"4340",62606,6
"4341",62606,6
"4342",62606,6
"4343",57303,6
"4344",16521,3
"4345",97708,3
"4346",97708,3
"4347",24963,3
"4348",24963,3
"4349",24963,3
"4350",24963,3
"4351",24963,3
"4352",42093,2
"4353",12222,3
"4354",12222,3
"4355",56346,4
"4356",56346,4
"4357",56346,4
"4358",56346,4
"4359",42801,2
"4360",42801,2
"4361",10358,4
"4362",10358,4
"4363",74226,6
"4364",92097,5
"4365",49278,3
"4366",13583,2
"4367",87150,2
"4368",72616,3
"4369",72616,3
"4370",58633,3
"4371",11424,4
"4372",66473,2
"4373",89205,5
"4374",89205,5
"4375",89205,5
"4376",27398,3
"4377",27398,3
"4378",45962,3
"4379",45962,3
"4380",45962,3
"4381",95621,3
"4382",27536,2
"4383",94600,3
"4384",9528,7
"4385",9528,7
"4386",9528,7
"4387",9528,7
"4388",61923,3
"4389",61923,3
"4390",34162,2
"4391",34162,2
"4392",34162,2
"4393",34162,2
"4394",34162,2
"4395",47373,2
"4396",47373,2
"4397",47373,2
"4398",47373,2
"4399",47373,2
"4400",35113,2
"4401",80162,4
"4402",80162,4
"4403",91796,2
"4404",91796,2
"4405",91796,2
"4406",37308,3
"4407",13721,2
"4408",13721,2
"4409",40384,2
"4410",69350,4
"4411",38835,2
"4412",67089,5
"4413",67089,5
"4414",42516,2
"4415",42516,2
"4416",42516,2
"4417",42516,2
"4418",42516,2
"4419",86528,2
"4420",15717,3
"4421",82841,3
"4422",86512,3
"4423",86512,3
"4424",86512,3
"4425",65058,2
"4426",76643,5
"4427",76643,5
"4428",76643,5
"4429",77389,5
"4430",78171,3
"4431",40448,2
"4432",58392,2
"4433",58392,2
"4434",12770,2
"4435",38391,2
"4436",88513,3
"4437",85258,4
"4438",97692,4
"4439",97692,4
"4440",74410,2
"4441",52497,3
"4442",56220,2
"4443",52942,4
"4444",1098,2
"4445",92912,3
"4446",92912,3
"4447",77182,5
"4448",84850,3
"4449",84850,3
"4450",99877,3
"4451",95681,3
"4452",588,4
"4453",588,4
"4454",588,4
"4455",67898,2
"4456",15359,3
"4457",7610,4
"4458",7610,4
"4459",93156,3
"4460",60406,4
"4461",81262,5
"4462",59630,4
"4463",95672,4
"4464",83668,7
"4465",21154,4
"4466",80439,5
"4467",80439,5
"4468",80439,5
"4469",48467,5
"4470",10597,4
"4471",63962,1
"4472",47332,2
"4473",47332,2
"4474",25486,4
"4475",8326,5
"4476",8326,5
"4477",55298,5
"4478",48465,4
"4479",48465,4
"4480",90286,3
"4481",51053,2
"4482",51053,2
"4483",50338,4
"4484",50338,4
"4485",64907,4
"4486",4788,2
"4487",43577,4
"4488",43577,4
"4489",8740,4
"4490",8740,4
"4491",79110,5
"4492",25179,4
"4493",91149,4
"4494",91149,4
"4495",91149,4
"4496",91149,4
"4497",91149,4
"4498",24133,3
"4499",24133,3
"4500",2072,6
"4501",88103,4
"4502",88103,4
"4503",71952,3
"4504",11412,2
"4505",11412,2
"4506",11412,2
"4507",73545,3
"4508",91736,3
"4509",91736,3
"4510",21243,5
"4511",21243,5
"4512",21243,5
"4513",21243,5
"4514",21243,5
"4515",37908,4
"4516",37908,4
"4517",90221,3
"4518",90221,3
"4519",59176,3
"4520",59176,3
"4521",59176,3
"4522",84760,4
"4523",14121,3
"4524",14121,3
"4525",79722,2
"4526",79722,2
"4527",79722,2
"4528",79722,2
"4529",79722,2
"4530",26085,5
"4531",16830,3
"4532",27133,3
"4533",27133,3
"4534",27133,3
"4535",27133,3
"4536",27133,3
"4537",25290,4
"4538",25290,4
"4539",25290,4
"4540",25290,4
"4541",25290,4
"4542",25290,4
"4543",58244,5
"4544",58244,5
"4545",58244,5
"4546",58244,5
"4547",58244,5
"4548",58244,5
"4549",35296,5
"4550",35296,5
"4551",35296,5
"4552",77457,6
"4553",19122,5
"4554",19122,5
"4555",19122,5
"4556",19122,5
"4557",19122,5
"4558",42908,4
"4559",42908,4
"4560",14918,5
"4561",35274,4
"4562",35274,4
"4563",35274,4
"4564",35274,4
"4565",29554,3
"4566",29554,3
"4567",47340,1
"4568",47904,5
"4569",47904,5
"4570",59564,2
"4571",99416,2
"4572",21811,3
"4573",21811,3
"4574",21811,3
"4575",66165,5
"4576",45589,6
"4577",61961,3
"4578",61961,3
"4579",53824,3
"4580",53824,3
"4581",62634,5
"4582",62634,5
"4583",64730,4
"4584",64730,4
"4585",64730,4
"4586",64730,4
"4587",26990,1
"4588",37498,3
"4589",68353,2
"4590",24840,4
"4591",98866,3
"4592",98866,3
"4593",20042,3
"4594",8475,1
"4595",41223,2
"4596",41223,2
"4597",41223,2
"4598",53923,5
"4599",53923,5
"4600",54832,5
"4601",54832,5
"4602",54832,5
"4603",54832,5
"4604",30648,4
"4605",30648,4
"4606",30648,4
"4607",41576,3
"4608",44121,4
"4609",44121,4
"4610",55587,3
"4611",53005,5
"4612",72322,5
"4613",72322,5
"4614",79396,2
"4615",59969,6
"4616",59969,6
"4617",25222,2
"4618",25222,2
"4619",25222,2
"4620",25222,2
"4621",25222,2
"4622",25222,2
"4623",44383,3
"4624",44383,3
"4625",44383,3
"4626",69020,3
"4627",44374,4
"4628",44374,4
"4629",38465,3
"4630",25107,3
"4631",61911,3
"4632",54161,4
"4633",54161,4
"4634",54161,4
"4635",54161,4
"4636",54161,4
"4637",11383,6
"4638",92391,4
"4639",35052,3
"4640",35052,3
"4641",36399,3
"4642",36399,3
"4643",36399,3
"4644",36399,3
"4645",50586,3
"4646",71750,9
"4647",71750,9
"4648",71750,9
"4649",91037,6
"4650",38787,3
"4651",64631,5
"4652",64631,5
"4653",80677,3
"4654",80677,3
"4655",70505,1
"4656",47164,4
"4657",47164,4
"4658",47164,4
"4659",47164,4
"4660",47164,4
"4661",84996,2
"4662",40740,5
"4663",40740,5
"4664",4634,3
"4665",69382,1
"4666",12069,3
"4667",12069,3
"4668",12069,3
"4669",61544,4
"4670",25733,3
"4671",78398,4
"4672",24115,5
"4673",24115,5
"4674",75835,4
"4675",61808,4
"4676",41602,3
"4677",34829,5
"4678",37536,3
"4679",8131,3
"4680",8131,3
"4681",61261,2
"4682",25989,1
"4683",24703,3
"4684",24703,3
"4685",24703,3
"4686",86814,3
"4687",75295,4
"4688",75295,4
"4689",31108,3
"4690",31108,3
"4691",31108,3
"4692",31108,3
"4693",31108,3
"4694",31108,3
"4695",7294,2
"4696",75836,3
"4697",93877,4
"4698",21527,3
"4699",99803,3
"4700",99803,3
"4701",56822,3
"4702",59461,2
"4703",7500,3
"4704",7500,3
"4705",11320,4
"4706",54617,2
"4707",17675,4
"4708",17675,4
"4709",17675,4
"4710",18857,5
"4711",18857,5
"4712",18857,5
"4713",11515,3
"4714",40722,2
"4715",96074,3
"4716",66037,3
"4717",66037,3
"4718",66037,3
"4719",24874,3
"4720",17137,4
"4721",73166,6
"4722",35733,4
"4723",35733,4
"4724",96128,4
"4725",36137,4
"4726",60910,2
"4727",74369,2
"4728",29542,2
"4729",29542,2
"4730",29542,2
"4731",81310,2
"4732",81310,2
"4733",81310,2
"4734",81310,2
"4735",93028,9
"4736",93028,9
"4737",39975,4
"4738",62886,7
"4739",4820,3
"4740",62525,3
"4741",62525,3
"4742",31136,3
"4743",93905,2
"4744",93905,2
"4745",93905,2
"4746",51969,3
"4747",57013,5
"4748",18825,3
"4749",95157,4
"4750",21924,5
"4751",59846,5
"4752",59846,5
"4753",59846,5
"4754",7222,2
"4755",7222,2
"4756",48914,3
"4757",80112,1
"4758",15174,5
"4759",15174,5
"4760",15174,5
"4761",15174,5
"4762",57262,5
"4763",71752,3
"4764",71752,3
"4765",71752,3
"4766",71752,3
"4767",71752,3
"4768",27312,3
"4769",66907,3
"4770",66907,3
"4771",66907,3
"4772",66907,3
"4773",59582,2
"4774",59582,2
"4775",59582,2
"4776",59582,2
"4777",1082,3
"4778",83210,2
"4779",83210,2
"4780",83210,2
"4781",25520,2
"4782",25520,2
"4783",18559,3
"4784",81069,5
"4785",81069,5
"4786",49134,3
"4787",36841,6
"4788",101459,2
"4789",101459,2
"4790",2588,6
"4791",63619,5
"4792",71226,2
"4793",71226,2
"4794",71226,2
"4795",24320,4
"4796",45110,6
"4797",45110,6
"4798",45110,6
"4799",86267,3
"4800",85334,4
"4801",71109,5
"4802",71109,5
"4803",52565,1
"4804",52565,1
"4805",24362,3
"4806",56272,3
"4807",56272,3
"4808",34622,3
"4809",34622,3
"4810",98468,5
"4811",13035,5
"4812",54990,6
"4813",64659,3
"4814",32581,4
"4815",21829,3
"4816",18565,6
"4817",27700,3
"4818",52122,5
"4819",52122,5
"4820",52122,5
"4821",98743,3
"4822",93257,4
"4823",41204,3
"4824",41204,3
"4825",68493,4
"4826",65560,4
"4827",36272,4
"4828",74385,3
"4829",24113,3
"4830",24113,3
"4831",17170,5
"4832",97669,1
"4833",84820,6
"4834",84820,6
"4835",84820,6
"4836",68165,6
"4837",68165,6
"4838",68165,6
"4839",68165,6
"4840",94153,4
"4841",2392,5
"4842",41111,3
"4843",66647,2
"4844",96658,3
"4845",64411,2
"4846",64411,2
"4847",73891,4
"4848",73891,4
"4849",73891,4
"4850",50987,2
"4851",42895,5
"4852",36736,1
"4853",95880,4
"4854",53772,1
"4855",78101,2
"4856",13898,4
"4857",90593,4
"4858",63780,3
"4859",49385,3
"4860",10610,5
"4861",10610,5
"4862",10610,5
"4863",10610,5
"4864",10610,5
"4865",20907,5
"4866",20907,5
"4867",20907,5
"4868",20907,5
"4869",20907,5
"4870",97709,3
"4871",97709,3
"4872",97709,3
"4873",97709,3
"4874",97709,3
"4875",66484,5
"4876",66484,5
"4877",35467,6
"4878",86150,3
"4879",24463,6
"4880",61787,7
"4881",25383,3
"4882",23143,3
"4883",68316,3
"4884",68316,3
"4885",30406,8
"4886",70230,4
"4887",70230,4
"4888",3032,4
"4889",3032,4
"4890",3032,4
"4891",84111,3
"4892",84111,3
"4893",39335,4
"4894",39335,4
"4895",39335,4
"4896",39335,4
"4897",33839,5
"4898",89088,3
"4899",89088,3
"4900",72706,2
"4901",58529,3
"4902",61448,3
"4903",61448,3
"4904",7896,2
"4905",7896,2
"4906",49470,2
"4907",49470,2
"4908",49470,2
"4909",49470,2
"4910",28628,5
"4911",31444,4
"4912",31444,4
"4913",31444,4
"4914",66428,5
"4915",100028,7
"4916",15539,3
"4917",55160,3
"4918",56156,4
"4919",86142,4
"4920",86142,4
"4921",21511,2
"4922",21511,2
"4923",53979,6
"4924",9678,3
"4925",9678,3
"4926",10948,3
"4927",70441,5
"4928",70441,5
"4929",70441,5
"4930",71797,2
"4931",87018,4
"4932",87018,4
"4933",87018,4
"4934",87018,4
"4935",87018,4
"4936",87018,4
"4937",86674,4
"4938",86674,4
"4939",86674,4
"4940",86674,4
"4941",97442,2
"4942",54442,2
"4943",14079,2
"4944",67887,2
"4945",67887,2
"4946",67887,2
"4947",67887,2
"4948",40502,5
"4949",40502,5
"4950",40209,3
"4951",40209,3
"4952",20100,2
"4953",53636,7
"4954",53636,7
"4955",53636,7
"4956",53636,7
"4957",53636,7
"4958",53636,7
"4959",53636,7
"4960",51697,3
"4961",51697,3
"4962",85293,4
"4963",62188,2
"4964",62188,2
"4965",30236,5
"4966",57391,3
"4967",86337,2
"4968",86337,2
"4969",86337,2
"4970",40537,4
"4971",40537,4
"4972",40537,4
"4973",40537,4
"4974",40537,4
"4975",40537,4
"4976",90874,2
"4977",90874,2
"4978",78541,4
"4979",78541,4
"4980",78541,4
"4981",93689,6
"4982",715,4
"4983",13931,3
"4984",13931,3
"4985",13931,3
"4986",13931,3
"4987",32812,6
"4988",32812,6
"4989",32812,6
"4990",38520,2
"4991",47358,5
"4992",47358,5
"4993",5128,4
"4994",22089,1
"4995",22089,1
"4996",22089,1
"4997",22089,1
"4998",22089,1
"4999",70649,5
"5000",70649,5
"5001",70649,5
"5002",27639,4
"5003",94883,5
"5004",94883,5
"5005",94883,5
"5006",40981,4
"5007",33465,3
"5008",33465,3
"5009",33465,3
"5010",67051,3
"5011",48128,1
"5012",44243,3
"5013",86351,3
"5014",86351,3
"5015",86351,3
"5016",86351,3
"5017",92354,3
"5018",87744,4
"5019",87744,4
"5020",43887,4
"5021",43887,4
"5022",29822,4
"5023",90717,3
"5024",47532,3
"5025",95348,2
"5026",95348,2
"5027",95348,2
"5028",95348,2
"5029",95348,2
"5030",95348,2
"5031",24738,3
"5032",24738,3
"5033",24738,3
"5034",25041,2
"5035",72733,5
"5036",72733,5
"5037",72733,5
"5038",101357,3
"5039",9465,3
"5040",50213,2
"5041",42004,2
"5042",42004,2
"5043",42004,2
"5044",42004,2
"5045",79905,3
"5046",79905,3
"5047",79905,3
"5048",79905,3
"5049",16867,3
"5050",56300,2
"5051",69003,1
"5052",98505,6
"5053",98505,6
"5054",98505,6
"5055",90510,3
"5056",90510,3
"5057",90510,3
"5058",90510,3
"5059",96529,3
"5060",96529,3
"5061",96529,3
"5062",96529,3
"5063",46956,1
"5064",84459,4
"5065",33385,5
"5066",33385,5
"5067",70550,4
"5068",70550,4
"5069",94680,4
"5070",24037,5
"5071",24037,5
"5072",47140,3
"5073",12772,4
"5074",79648,2
"5075",39292,4
"5076",39292,4
"5077",39292,4
"5078",73434,6
"5079",73434,6
"5080",73434,6
"5081",73434,6
"5082",63096,3
"5083",39156,4
"5084",39156,4
"5085",39156,4
"5086",39156,4
"5087",50340,3
"5088",50340,3
"5089",91559,4
"5090",80573,4
"5091",46345,2
"5092",30339,4
"5093",30339,4
"5094",30339,4
"5095",73502,3
"5096",51188,4
"5097",89877,6
"5098",82606,1
"5099",91702,2
"5100",46168,3
"5101",46168,3
"5102",46168,3
"5103",46168,3
"5104",46168,3
"5105",78316,3
"5106",30290,2
"5107",73374,3
"5108",30521,3
"5109",30521,3
"5110",30521,3
"5111",92782,3
"5112",88023,4
"5113",11296,2
"5114",11296,2
"5115",11296,2
"5116",74552,3
"5117",59434,6
"5118",59434,6
"5119",42249,3
"5120",37695,1
"5121",57142,3
"5122",49929,2
"5123",42649,6
"5124",23575,4
"5125",23575,4
"5126",23575,4
"5127",23575,4
"5128",60421,4
"5129",7701,2
"5130",31274,5
"5131",31274,5
"5132",11335,2
"5133",62649,2
"5134",21041,5
"5135",77304,2
"5136",20590,4
"5137",31138,6
"5138",31138,6
"5139",30635,3
"5140",30635,3
"5141",30635,3
"5142",40417,3
"5143",48513,5
"5144",48513,5
"5145",48513,5
"5146",48513,5
"5147",48513,5
"5148",68677,3
"5149",68677,3
"5150",68677,3
"5151",68677,3
"5152",51740,3
"5153",46579,5
"5154",46579,5
"5155",95085,2
"5156",95085,2
"5157",95085,2
"5158",95085,2
"5159",88648,3
"5160",25359,2
"5161",80389,6
"5162",88247,2
"5163",40240,2
"5164",96584,1
"5165",96584,1
"5166",80394,4
"5167",38550,2
"5168",38550,2
"5169",24728,4
"5170",51726,2
"5171",51726,2
"5172",51726,2
"5173",51726,2
"5174",69206,5
"5175",100212,3
"5176",100212,3
"5177",100212,3
"5178",100212,3
"5179",100212,3
"5180",92508,3
"5181",92508,3
"5182",92508,3
"5183",92508,3
"5184",79729,4
"5185",79729,4
"5186",79729,4
"5187",79729,4
"5188",79729,4
"5189",79729,4
"5190",67344,3
"5191",67344,3
"5192",92251,2
"5193",65121,4
"5194",48969,5
"5195",12837,3
"5196",12837,3
"5197",12837,3
"5198",12837,3
"5199",12837,3
"5200",57873,4
"5201",93417,2
"5202",41592,3
"5203",41592,3
"5204",36368,6
"5205",90109,5
"5206",45582,1
"5207",45582,1
"5208",45582,1
"5209",68067,6
"5210",18944,6
"5211",18944,6
"5212",72791,2
"5213",66043,7
"5214",66043,7
"5215",66043,7
"5216",66043,7
"5217",66043,7
"5218",64772,3
"5219",40964,3
"5220",11225,3
"5221",21677,4
"5222",21677,4
"5223",21677,4
"5224",21677,4
"5225",21677,4
"5226",21677,4
"5227",24091,2
"5228",24091,2
"5229",24091,2
"5230",24091,2
"5231",50109,4
"5232",50109,4
"5233",50109,4
"5234",76193,3
"5235",76193,3
"5236",76193,3
"5237",76193,3
"5238",76193,3
"5239",11477,4
"5240",11477,4
"5241",11477,4
"5242",11477,4
"5243",50018,3
"5244",50018,3
"5245",50018,3
"5246",50018,3
"5247",50018,3
"5248",50018,3
"5249",50018,3
"5250",94884,4
"5251",85897,2
"5252",85897,2
"5253",53105,4
"5254",53105,4
"5255",35649,4
"5256",35649,4
"5257",46349,2
"5258",46349,2
"5259",46349,2
"5260",1182,3
"5261",12449,2
"5262",47791,5
"5263",47791,5
"5264",18786,2
"5265",88723,3
"5266",88723,3
"5267",88723,3
"5268",88723,3
"5269",88723,3
"5270",20459,4
"5271",20459,4
"5272",20459,4
"5273",20459,4
"5274",20459,4
"5275",20459,4
"5276",63707,3
"5277",63707,3
"5278",38764,2
"5279",65816,2
"5280",32335,4
"5281",40205,4
"5282",12031,3
"5283",12031,3
"5284",41892,3
"5285",41892,3
"5286",41892,3
"5287",96618,1
"5288",25237,3
"5289",9240,4
"5290",9240,4
"5291",9240,4
"5292",9240,4
"5293",90430,5
"5294",76290,3
"5295",68508,3
"5296",11576,1
"5297",76257,3
"5298",76257,3
"5299",46257,4
"5300",96687,3
"5301",96687,3
"5302",87073,4
"5303",3108,3
"5304",3108,3
"5305",3108,3
"5306",3108,3
"5307",3108,3
"5308",3108,3
"5309",76607,4
"5310",68142,3
"5311",68142,3
"5312",68142,3
"5313",91895,4
"5314",37939,5
"5315",37939,5
"5316",37939,5
"5317",14824,2
"5318",14824,2
"5319",14824,2
"5320",84138,3
"5321",71864,2
"5322",69501,2
"5323",28771,4
"5324",15616,3
"5325",77954,5
"5326",77954,5
"5327",77954,5
"5328",15977,6
"5329",15977,6
"5330",15977,6
"5331",47565,2
"5332",47565,2
"5333",100857,4
"5334",68012,4
"5335",96894,3
"5336",96894,3
"5337",96894,3
"5338",96894,3
"5339",96894,3
"5340",65994,7
"5341",82974,3
"5342",82974,3
"5343",82974,3
"5344",68987,3
"5345",38834,2
"5346",38834,2
"5347",38834,2
"5348",30363,2
"5349",30363,2
"5350",30363,2
"5351",17450,5
"5352",17450,5
"5353",17450,5
"5354",2759,3
"5355",7006,3
"5356",2451,4
"5357",2451,4
"5358",30855,1
"5359",59902,1
"5360",90656,1
"5361",90656,1
"5362",90656,1
"5363",90656,1
"5364",78735,1
"5365",78735,1
"5366",71655,4
"5367",21364,5
"5368",35826,5
"5369",34868,4
"5370",34868,4
"5371",41176,3
"5372",5635,5
"5373",5635,5
"5374",5635,5
"5375",5635,5
"5376",5635,5
"5377",94908,4
"5378",94908,4
"5379",94908,4
"5380",26567,3
"5381",26567,3
"5382",79796,5
"5383",26662,1
"5384",51783,2
"5385",64134,5
"5386",64134,5
"5387",64134,5
"5388",1547,3
"5389",36120,3
"5390",36120,3
"5391",36120,3
"5392",45102,2
"5393",76561,5
"5394",20574,2
"5395",41625,4
"5396",89683,2
"5397",89683,2
"5398",89683,2
"5399",41329,3
"5400",41329,3
"5401",41329,3
"5402",80132,4
"5403",89343,1
"5404",89343,1
"5405",89343,1
"5406",89343,1
"5407",71250,4
"5408",39847,3
"5409",40125,3
"5410",56187,3
"5411",56187,3
"5412",48466,3
"5413",48466,3
"5414",48466,3
"5415",8273,5
"5416",21195,6
"5417",41533,3
"5418",63194,5
"5419",39772,1
"5420",72611,3
"5421",72611,3
"5422",72611,3
"5423",72611,3
"5424",12863,3
"5425",12863,3
"5426",23500,5
"5427",23500,5
"5428",24151,4
"5429",51955,3
"5430",55079,3
"5431",1075,4
"5432",72965,5
"5433",72965,5
"5434",72965,5
"5435",72965,5
"5436",77746,2
"5437",77746,2
"5438",42590,4
"5439",27742,4
"5440",90325,4
"5441",101248,1
"5442",71562,3
"5443",71562,3
"5444",71562,3
"5445",71562,3
"5446",71562,3
"5447",78214,2
"5448",63052,3
"5449",14492,4
"5450",14492,4
"5451",14492,4
"5452",20806,4
"5453",52939,4
"5454",73654,3
"5455",73654,3
"5456",73654,3
"5457",74912,3
"5458",74912,3
"5459",74912,3
"5460",71554,3
"5461",71554,3
