"","unid","grit_score"
"8006",33784,4
"8007",33784,8
"8008",33784,0
"8009",2361,4
"8010",100336,7
"8011",43177,6
"8012",43177,4
"8013",55718,4
"8014",12201,6
"8015",11029,5
"8016",79364,7
"8017",70542,1
"8018",70542,9
"8019",60646,6
"8020",86075,9
"8021",86075,4
"8022",14532,6
"8023",14532,7
"8024",14532,8
"8025",95760,9
"8026",2149,1
"8027",2149,9
"8028",95433,7
"8029",97560,7
"8030",97560,6
"8031",23840,3
"8032",85096,1
"8033",31757,5
"8034",31757,3
"8035",31757,2
"8036",31757,2
"8037",53480,6
"8038",47936,5
"8039",78480,8
"8040",78480,5
"8041",85644,6
"8042",69341,3
"8043",34857,0
"8044",6074,7
"8045",39535,9
"8046",39535,9
"8047",61661,6
"8048",61661,8
"8049",39052,7
"8050",86342,0
"8051",56177,8
"8052",68404,2
"8053",100720,2
"8054",28846,7
"8055",42142,8
"8056",33424,5
"8057",33150,7
"8058",33150,1
"8059",56494,0
"8060",22005,2
"8061",14954,5
"8062",14954,2
"8063",14954,2
"8064",14954,3
"8065",14954,2
"8066",101534,1
"8067",49996,4
"8068",87253,3
"8069",87253,3
"8070",42403,2
"8071",42403,8
"8072",40799,8
"8073",87079,4
"8074",87079,4
"8075",87079,4
"8076",87079,2
"8077",87079,8
"8078",39609,5
"8079",45364,7
"8080",45364,6
"8081",45364,2
"8082",45364,9
"8083",88571,1
"8084",31590,2
"8085",71650,4
"8086",94265,0
"8087",61098,0
"8088",79169,2
"8089",7912,6
"8090",7912,3
"8091",70695,1
"8092",25759,0
"8093",25759,0
"8094",43806,1
"8095",98825,3
"8096",97144,7
"8097",71612,3
"8098",71612,4
"8099",66904,3
"8100",79559,4
"8101",79559,2
"8102",79559,4
"8103",80748,9
"8104",9036,1
"8105",76898,4
"8106",76898,8
"8107",6090,8
"8108",11485,8
"8109",11485,0
"8110",64243,7
"8111",61281,1
"8112",89180,6
"8113",89180,5
"8114",89180,8
"8115",94925,1
"8116",25445,4
"8117",25445,8
"8118",25445,4
"8119",84028,7
"8120",91246,2
"8121",91246,1
"8122",65108,3
"8123",80189,8
"8124",21261,2
"8125",50280,0
"8126",50280,5
"8127",25522,9
"8128",25522,2
"8129",25522,6
"8130",37926,3
"8131",64098,6
"8132",46084,0
"8133",46084,3
"8134",56894,7
"8135",56894,8
"8136",57762,4
"8137",64702,6
"8138",64702,3
"8139",22206,2
"8140",22206,9
"8141",42174,4
"8142",62534,2
"8143",16033,3
"8144",21738,3
"8145",21738,6
"8146",21738,2
"8147",12092,8
"8148",44521,2
"8149",17558,3
"8150",88405,4
"8151",98896,2
"8152",98477,6
"8153",98477,3
"8154",98477,7
"8155",98477,7
"8156",36851,0
"8157",36851,5
"8158",36851,3
"8159",89804,1
"8160",16944,6
"8161",16944,5
"8162",70751,9
"8163",5129,2
"8164",83415,8
"8165",83415,7
"8166",46741,2
"8167",55348,2
"8168",94515,4
"8169",85354,5
"8170",17193,6
"8171",17193,5
"8172",17193,3
"8173",17143,1
"8174",35545,6
"8175",35545,8
"8176",95028,7
"8177",95028,8
"8178",95028,6
"8179",47336,8
"8180",53041,3
"8181",50339,9
"8182",6419,3
"8183",8443,2
"8184",96346,5
"8185",96346,5
"8186",10484,6
"8187",10484,3
"8188",10484,3
"8189",10484,2
"8190",22912,0
"8191",49286,3
"8192",9940,5
"8193",9940,4
"8194",36600,9
"8195",14243,1
"8196",71367,5
"8197",71367,1
"8198",102396,1
"8199",73524,9
"8200",73524,0
"8201",100121,3
"8202",100121,3
"8203",64461,5
"8204",64461,9
"8205",64461,0
"8206",41160,5
"8207",12866,6
"8208",21111,8
"8209",87488,8
"8210",86026,0
"8211",86026,7
"8212",21371,3
"8213",21371,6
"8214",34557,2
"8215",57001,3
"8216",57001,2
"8217",2071,1
"8218",100247,4
"8219",88725,2
"8220",88725,4
"8221",88725,4
"8222",88725,8
"8223",79442,0
"8224",79442,0
"8225",39514,7
"8226",89817,8
"8227",92560,3
"8228",92560,1
"8229",92560,1
"8230",7038,4
"8231",21950,2
"8232",83700,9
"8233",83700,8
"8234",83700,2
"8235",83700,5
"8236",39906,0
"8237",39906,6
"8238",39906,6
"8239",77297,3
"8240",48646,2
"8241",48646,6
"8242",48646,2
"8243",48646,7
"8244",85937,5
"8245",68503,9
"8246",2958,5
"8247",2958,1
"8248",28649,7
"8249",28649,5
"8250",91194,6
"8251",57393,6
"8252",57393,3
"8253",57393,1
"8254",83656,6
"8255",100005,5
"8256",40785,6
"8257",40785,7
"8258",8419,2
"8259",8419,2
"8260",8419,6
"8261",72541,5
"8262",72541,6
"8263",72541,0
"8264",72541,5
"8265",82034,5
"8266",25873,4
"8267",100456,3
"8268",15256,2
"8269",83259,0
"8270",83259,5
"8271",83259,5
"8272",80419,1
"8273",80419,7
"8274",80419,0
"8275",80419,5
"8276",64405,5
"8277",64405,3
"8278",64405,6
"8279",59174,8
"8280",68190,6
"8281",54657,3
"8282",52480,2
"8283",96434,6
"8284",20284,3
"8285",31232,8
"8286",31232,8
"8287",31232,3
"8288",31232,4
"8289",31232,0
"8290",31232,1
"8291",56386,1
"8292",81886,6
"8293",62278,2
"8294",62278,0
"8295",66840,7
"8296",25362,1
"8297",25362,3
"8298",25362,7
"8299",102465,4
"8300",27000,8
"8301",27000,5
"8302",68543,0
"8303",33808,2
"8304",36145,5
"8305",36145,7
"8306",79739,6
"8307",67772,9
"8308",67772,5
"8309",16614,1
"8310",16614,0
"8311",57255,8
"8312",93953,6
"8313",36366,9
"8314",61278,4
"8315",15734,6
"8316",15734,2
"8317",15734,6
"8318",15734,9
"8319",15734,3
"8320",44945,2
"8321",44945,0
"8322",66023,0
"8323",67346,8
"8324",67346,4
"8325",39197,6
"8326",34567,8
"8327",34567,1
"8328",77817,3
"8329",77817,5
"8330",77817,9
"8331",24332,2
"8332",84989,7
"8333",84989,2
"8334",84989,1
"8335",28631,8
"8336",28631,7
"8337",28631,9
"8338",16010,2
"8339",2222,7
"8340",35736,9
"8341",35736,2
"8342",35736,9
"8343",47545,7
"8344",47545,0
"8345",74706,3
"8346",32178,6
"8347",31322,8
"8348",100828,1
"8349",17944,3
"8350",17944,1
"8351",17944,8
"8352",17944,2
"8353",17944,1
"8354",17944,2
"8355",14688,9
"8356",42137,0
"8357",42137,2
"8358",42137,8
"8359",35209,6
"8360",35209,9
"8361",32438,8
"8362",30347,6
"8363",30347,9
"8364",30347,1
"8365",30347,8
"8366",30347,9
"8367",31562,1
"8368",94410,7
"8369",48319,0
"8370",92607,0
"8371",92607,5
"8372",47882,1
"8373",47882,1
"8374",47882,8
"8375",51435,9
"8376",73614,2
"8377",38146,6
"8378",86825,0
"8379",86825,9
"8380",16538,2
"8381",48342,3
"8382",33113,5
"8383",34780,1
"8384",14934,6
"8385",14934,9
"8386",14934,9
"8387",101126,6
"8388",101126,7
"8389",3093,7
"8390",85989,5
"8391",37633,9
"8392",86128,3
"8393",31177,5
"8394",37711,0
"8395",37711,5
"8396",88824,4
"8397",22770,6
"8398",22770,1
"8399",22770,5
"8400",72729,7
"8401",28019,6
"8402",97529,6
"8403",97529,2
"8404",97529,9
"8405",97529,5
"8406",97529,3
"8407",18509,5
"8408",41110,8
"8409",41864,0
"8410",75889,6
"8411",9715,4
"8412",85838,0
"8413",82833,1
"8414",82833,1
"8415",82833,1
"8416",91728,8
"8417",15574,4
"8418",5269,2
"8419",56264,3
"8420",2130,7
"8421",2130,3
"8422",66962,0
"8423",66962,4
"8424",53076,1
"8425",53076,2
"8426",53076,7
"8427",53076,5
"8428",38909,2
"8429",11652,7
"8430",32053,7
"8431",32053,8
"8432",32053,7
"8433",44777,9
"8434",44777,1
"8435",43132,6
"8436",42317,8
"8437",90259,5
"8438",54879,7
"8439",97637,7
"8440",18488,9
"8441",18488,0
"8442",36483,3
"8443",46509,7
"8444",7433,7
"8445",48305,8
"8446",16723,5
"8447",59572,4
"8448",62696,8
"8449",45052,8
"8450",36247,3
"8451",24044,5
"8452",24044,3
"8453",65466,7
"8454",64601,5
"8455",6924,9
"8456",86137,0
"8457",86137,1
"8458",100322,3
"8459",100322,6
"8460",62677,9
"8461",62677,3
"8462",62677,6
"8463",13119,6
"8464",13119,8
"8465",13119,5
"8466",26655,4
"8467",28470,5
"8468",77271,4
"8469",56539,6
"8470",56539,0
"8471",56539,0
"8472",36745,6
"8473",36745,9
"8474",46337,0
"8475",36109,0
"8476",36109,4
"8477",36109,5
"8478",67059,5
"8479",79403,6
"8480",79403,8
"8481",79403,9
"8482",79403,8
"8483",35343,5
"8484",35343,9
"8485",92995,0
"8486",92995,7
"8487",49084,2
"8488",71909,5
"8489",100168,5
"8490",63068,2
"8491",86287,7
"8492",84253,0
"8493",84253,9
"8494",86211,1
"8495",42361,2
"8496",42361,1
"8497",42361,0
"8498",42361,5
"8499",42361,4
"8500",42361,7
"8501",102432,4
"8502",40506,2
"8503",63226,0
"8504",52189,3
"8505",92902,7
"8506",75269,4
"8507",75269,6
"8508",78596,7
"8509",78596,3
"8510",78596,2
"8511",81528,0
"8512",16882,6
"8513",40332,0
"8514",49792,3
"8515",88470,4
"8516",25475,9
"8517",13135,3
"8518",40829,4
"8519",40829,3
"8520",40829,5
"8521",15242,9
"8522",45023,3
"8523",45023,0
"8524",45023,1
"8525",19177,1
"8526",19177,2
"8527",56631,2
"8528",79083,4
"8529",40369,9
"8530",40369,2
"8531",40369,3
"8532",40369,7
"8533",86221,4
"8534",91338,7
"8535",101641,0
"8536",101641,3
"8537",69946,7
"8538",93164,0
"8539",41364,4
"8540",41364,1
"8541",41364,2
"8542",41364,4
"8543",35571,4
"8544",53789,6
"8545",43656,0
"8546",16272,9
"8547",7613,6
"8548",7613,0
"8549",7613,4
"8550",7613,2
"8551",58570,0
"8552",75746,1
"8553",36527,9
"8554",95344,2
"8555",53798,0
"8556",53798,8
"8557",19485,9
"8558",19485,8
"8559",54794,2
"8560",54794,6
"8561",54794,5
"8562",54794,0
"8563",82375,8
"8564",74821,4
"8565",86696,4
"8566",3713,0
"8567",3713,2
"8568",3713,9
"8569",3713,2
"8570",19098,3
"8571",85958,4
"8572",85958,3
"8573",85958,4
"8574",85958,8
"8575",60756,5
"8576",60756,8
"8577",60756,8
"8578",60756,1
"8579",60756,6
"8580",83936,7
"8581",46027,3
"8582",46027,9
"8583",89442,2
"8584",89442,0
"8585",26429,8
"8586",21317,3
"8587",58250,0
"8588",58250,3
"8589",25865,3
"8590",25865,1
"8591",20787,8
"8592",20787,7
"8593",32285,8
"8594",32285,9
"8595",3175,4
"8596",52435,2
"8597",98121,0
"8598",64870,3
"8599",64870,8
"8600",84285,7
"8601",43781,7
"8602",37465,1
"8603",14798,0
"8604",14798,6
"8605",21411,2
"8606",41714,3
"8607",90680,7
"8608",68888,7
"8609",68888,4
"8610",101483,8
"8611",101483,2
"8612",101483,5
"8613",88979,4
"8614",88979,6
"8615",88979,2
"8616",88979,7
"8617",28507,8
"8618",28507,7
"8619",22479,7
"8620",96686,8
"8621",89790,9
"8622",89790,0
"8623",101711,3
"8624",2313,8
"8625",2313,6
"8626",97822,8
"8627",97822,2
"8628",69083,6
"8629",69083,0
"8630",4850,6
"8631",250,3
"8632",36942,5
"8633",6477,2
"8634",1879,3
"8635",78452,8
"8636",74514,4
"8637",74514,5
"8638",6509,9
"8639",28866,4
"8640",13389,0
"8641",13389,2
"8642",7451,2
"8643",35172,7
"8644",35172,0
"8645",93148,2
"8646",37641,4
"8647",79007,2
"8648",7489,9
"8649",101936,5
"8650",94964,5
"8651",914,6
"8652",19925,7
"8653",45423,4
"8654",23260,5
"8655",23528,1
"8656",9415,4
"8657",15692,3
"8658",15692,8
"8659",20394,7
"8660",21747,2
"8661",48607,7
"8662",8654,6
"8663",53036,5
"8664",100465,7
"8665",100465,2
"8666",100465,3
"8667",100465,6
"8668",100465,4
"8669",100465,1
"8670",81960,4
"8671",81960,8
"8672",67255,4
"8673",51385,9
"8674",48788,9
"8675",27006,3
"8676",43402,1
"8677",94948,0
"8678",46529,5
"8679",97280,4
"8680",97280,2
"8681",97280,1
"8682",52549,4
"8683",29495,3
"8684",29495,0
"8685",29495,1
"8686",29495,9
"8687",29495,4
"8688",73057,5
"8689",73057,7
"8690",11922,5
"8691",11922,1
"8692",11922,8
"8693",11922,3
"8694",72139,2
"8695",94702,2
"8696",2023,5
"8697",67221,1
"8698",67221,6
"8699",85391,4
"8700",85391,2
"8701",5545,9
"8702",57461,9
"8703",82859,9
"8704",82859,2
"8705",82859,2
"8706",82859,5
"8707",59234,6
"8708",59234,2
"8709",10481,4
"8710",10481,2
"8711",30770,8
"8712",28438,8
"8713",28438,5
"8714",28438,0
"8715",28438,5
"8716",47968,6
"8717",40819,7
"8718",40819,5
"8719",40819,3
"8720",40819,2
"8721",30623,7
"8722",101522,9
"8723",87013,1
"8724",38011,0
"8725",38011,2
"8726",72199,4
"8727",85348,8
"8728",40547,4
"8729",89403,9
"8730",89403,2
"8731",44413,0
"8732",31376,6
"8733",5951,8
"8734",5951,8
"8735",93719,6
"8736",43450,7
"8737",36699,7
"8738",36699,4
"8739",36978,4
"8740",36978,2
"8741",36978,8
"8742",39471,0
"8743",24356,7
"8744",32797,7
"8745",5708,4
"8746",5708,2
"8747",9978,8
"8748",23562,1
"8749",23562,6
"8750",23562,4
"8751",23562,6
"8752",23562,2
"8753",23562,0
"8754",81183,7
"8755",81183,3
"8756",96983,8
"8757",96983,8
"8758",77168,1
"8759",77168,3
"8760",77168,4
"8761",41201,8
"8762",26793,4
"8763",80484,6
"8764",80484,3
"8765",23302,9
"8766",23417,9
"8767",57599,5
"8768",52993,4
"8769",52993,8
"8770",52993,0
"8771",56517,8
"8772",56517,9
"8773",26855,6
"8774",94165,1
"8775",12239,1
"8776",12239,2
"8777",12239,8
"8778",19981,7
"8779",83934,7
"8780",50830,6
"8781",50830,9
"8782",68241,1
"8783",67635,5
"8784",67635,2
"8785",67635,3
"8786",67635,6
"8787",37230,5
"8788",42028,9
"8789",91547,5
"8790",20553,5
"8791",77322,8
"8792",77322,8
"8793",77322,2
"8794",21532,9
"8795",48202,4
"8796",41167,9
"8797",101190,6
"8798",101190,6
"8799",56826,4
"8800",56826,5
"8801",56826,9
"8802",56826,6
"8803",56826,9
"8804",56826,8
"8805",56826,2
"8806",11374,4
"8807",18365,3
"8808",75844,1
"8809",75844,3
"8810",25151,4
"8811",38678,8
"8812",60068,2
"8813",60068,3
"8814",60068,8
"8815",60068,4
"8816",60068,2
"8817",76342,8
"8818",3571,8
"8819",10701,6
"8820",10701,6
"8821",10701,5
"8822",14491,9
"8823",14491,2
"8824",32494,5
"8825",32494,4
"8826",32494,2
"8827",6662,2
"8828",6662,9
"8829",49008,1
"8830",49008,1
"8831",49008,0
"8832",57316,9
"8833",72304,4
"8834",62018,9
"8835",32569,5
"8836",32569,9
"8837",32569,8
"8838",48894,5
"8839",34205,9
"8840",34205,1
"8841",62545,7
"8842",62545,5
"8843",62545,1
"8844",62545,0
"8845",39251,7
"8846",39251,5
"8847",39251,9
"8848",16218,9
"8849",16218,2
"8850",16218,6
"8851",46891,9
"8852",46891,5
"8853",80764,2
"8854",76784,7
"8855",76784,9
"8856",98134,0
"8857",72932,5
"8858",72932,6
"8859",72932,5
"8860",72932,7
"8861",83201,4
"8862",71831,7
"8863",71831,1
"8864",71831,5
"8865",98729,9
"8866",46905,2
"8867",46905,3
"8868",51419,0
"8869",61450,0
"8870",61450,2
"8871",61450,2
"8872",8363,8
"8873",8363,7
"8874",8363,5
"8875",54274,9
"8876",20865,6
"8877",20865,1
"8878",28377,6
"8879",28377,1
"8880",20622,9
"8881",20622,8
"8882",20622,6
"8883",38133,8
"8884",38133,7
"8885",80795,0
"8886",80795,7
"8887",71454,0
"8888",71454,1
"8889",41698,6
"8890",26588,4
"8891",20930,7
"8892",20930,4
"8893",41645,7
"8894",89710,4
"8895",4731,6
"8896",93469,5
"8897",93925,4
"8898",69312,1
"8899",13848,9
"8900",2221,7
"8901",2221,4
"8902",44518,8
"8903",44518,3
"8904",60979,5
"8905",57122,7
"8906",99884,1
"8907",99884,9
"8908",22150,1
"8909",22150,6
"8910",2478,5
"8911",92454,9
"8912",92454,8
"8913",99118,0
"8914",48373,5
"8915",30244,3
"8916",39084,1
"8917",24345,5
"8918",23796,2
"8919",100053,6
"8920",100053,8
"8921",100053,5
"8922",28535,7
"8923",47161,0
"8924",64066,0
"8925",41648,4
"8926",40993,7
"8927",84558,6
"8928",57931,6
"8929",28223,1
"8930",28223,3
"8931",43226,1
"8932",43226,5
"8933",12791,1
"8934",12791,4
"8935",12791,9
"8936",89733,1
"8937",31070,0
"8938",31070,5
"8939",31070,0
"8940",31070,4
"8941",101693,7
"8942",79793,3
"8943",2671,0
"8944",2671,3
"8945",56237,7
"8946",19970,4
"8947",46779,0
"8948",15870,2
"8949",44212,6
"8950",102313,1
"8951",65334,1
"8952",58697,6
"8953",87221,7
"8954",35188,1
"8955",49417,8
"8956",49417,5
"8957",83063,7
"8958",34887,6
"8959",31408,7
"8960",31408,2
"8961",2545,4
"8962",58453,3
"8963",58453,7
"8964",58453,5
"8965",58453,0
"8966",58453,8
"8967",54878,7
"8968",54878,0
"8969",54878,1
"8970",54878,1
"8971",96047,0
"8972",43347,5
"8973",43347,1
"8974",43347,7
"8975",43347,0
"8976",43347,5
"8977",68016,2
"8978",68016,0
"8979",19061,1
"8980",19061,8
"8981",61499,7
"8982",61499,1
"8983",51766,3
"8984",51766,7
"8985",11685,4
"8986",62299,9
"8987",1513,6
"8988",1513,2
"8989",1513,5
"8990",1513,6
"8991",42250,3
"8992",42250,0
"8993",83005,7
"8994",83005,7
"8995",69676,1
"8996",69676,3
"8997",7314,6
"8998",7314,5
"8999",27587,3
"9000",27587,4
"9001",74803,0
"9002",74803,4
"9003",98746,5
"9004",82717,8
"9005",49276,4
"9006",43161,6
"9007",78621,4
"9008",102237,7
"9009",75642,7
"9010",30360,3
"9011",30360,5
"9012",30360,9
"9013",92846,7
"9014",92846,6
"9015",43760,7
"9016",73544,3
"9017",17896,7
"9018",17896,0
"9019",17896,9
"9020",17896,0
"9021",28391,5
"9022",59468,2
"9023",59468,4
"9024",59468,6
"9025",59468,3
"9026",59468,6
"9027",52666,7
"9028",52666,8
"9029",53346,7
"9030",31925,4
"9031",31925,5
"9032",15227,9
"9033",833,1
"9034",833,0
"9035",10589,8
"9036",37967,1
"9037",84965,3
"9038",84965,7
"9039",92925,5
"9040",51641,2
"9041",89833,1
"9042",89833,8
"9043",55473,3
"9044",93498,3
"9045",102277,6
"9046",102277,5
"9047",82692,1
"9048",82692,0
"9049",82692,4
"9050",4103,7
"9051",4103,1
"9052",4103,6
"9053",55797,5
"9054",95064,8
"9055",78165,2
"9056",2191,3
"9057",2191,2
"9058",89965,4
"9059",1051,2
"9060",1051,0
"9061",21976,4
"9062",66373,1
"9063",94865,8
"9064",94865,8
"9065",94865,4
"9066",28356,9
"9067",72625,4
"9068",31287,4
"9069",23613,7
"9070",58866,6
"9071",41529,9
"9072",12437,7
"9073",73222,8
"9074",73222,9
"9075",47806,9
"9076",76061,3
"9077",76061,4
"9078",31402,5
"9079",57616,5
"9080",57616,5
"9081",57616,5
"9082",57616,1
"9083",57616,9
"9084",8118,3
"9085",27754,0
"9086",1573,2
"9087",53072,9
"9088",54842,9
"9089",79874,4
"9090",32195,3
"9091",32195,4
"9092",28743,8
"9093",99031,7
"9094",99031,4
"9095",25772,8
"9096",25772,0
"9097",25772,9
"9098",25772,7
"9099",19091,0
"9100",19091,3
"9101",24472,6
"9102",24472,2
"9103",47574,3
"9104",47574,9
"9105",65100,3
"9106",65100,4
"9107",49935,0
"9108",49935,8
"9109",93638,8
"9110",93638,4
"9111",12833,6
"9112",5071,4
"9113",97004,7
"9114",97455,8
"9115",37418,0
"9116",39231,8
"9117",56049,8
"9118",17899,8
"9119",8943,6
"9120",100407,8
"9121",100407,8
"9122",100813,7
"9123",43625,8
"9124",33801,4
"9125",33801,5
"9126",56896,4
"9127",56896,6
"9128",56896,1
"9129",56896,2
"9130",67708,2
"9131",72281,9
"9132",69768,8
"9133",23933,1
"9134",60809,9
"9135",53189,8
"9136",71504,0
"9137",38752,2
"9138",38752,6
"9139",19763,9
"9140",100059,0
"9141",6812,0
"9142",6812,0
"9143",75390,1
"9144",89398,7
"9145",92125,8
"9146",92125,9
"9147",20007,7
"9148",29129,7
"9149",29129,3
"9150",29129,2
"9151",37954,9
"9152",37954,2
"9153",15601,5
"9154",59668,0
"9155",51963,0
"9156",51963,8
"9157",49074,1
"9158",98395,3
"9159",98395,4
"9160",98395,4
"9161",82646,3
"9162",82646,3
"9163",10473,9
"9164",17569,2
"9165",68289,6
"9166",50999,8
"9167",50999,7
"9168",50999,8
"9169",75031,4
"9170",75031,7
"9171",15014,3
"9172",15014,4
"9173",87398,4
"9174",77048,0
"9175",77048,7
"9176",65974,4
"9177",98480,8
"9178",14967,0
"9179",14967,3
"9180",14967,4
"9181",43411,4
"9182",20411,2
"9183",20411,2
"9184",24935,0
"9185",24935,4
"9186",53800,5
"9187",53800,8
"9188",89210,0
"9189",41165,4
"9190",41165,8
"9191",87810,9
"9192",15976,0
"9193",16046,1
"9194",88051,5
"9195",102281,4
"9196",102281,8
"9197",67207,3
"9198",101719,5
"9199",20148,0
"9200",95624,1
"9201",12993,1
"9202",49954,3
"9203",26829,3
"9204",50980,3
"9205",50980,1
"9206",13697,5
"9207",31295,2
"9208",39446,3
"9209",54189,3
"9210",54189,2
"9211",54189,6
"9212",16783,5
"9213",974,4
"9214",60314,8
"9215",64058,7
"9216",64058,1
"9217",64058,9
"9218",96089,4
"9219",96089,9
"9220",76613,6
"9221",57299,8
"9222",57299,2
"9223",57299,0
"9224",11285,3
"9225",26563,9
"9226",12304,7
"9227",12304,6
"9228",12304,8
"9229",92766,8
"9230",92766,5
"9231",92766,5
"9232",13527,0
"9233",13527,4
"9234",39274,6
"9235",7089,2
"9236",89513,7
"9237",89513,8
"9238",3415,6
"9239",3415,0
"9240",32648,5
"9241",32648,9
"9242",32648,0
"9243",69697,2
"9244",8224,1
"9245",8224,1
"9246",8224,8
"9247",57594,5
"9248",57594,1
"9249",57594,8
"9250",18942,1
"9251",57077,2
"9252",57077,2
"9253",21174,2
"9254",99622,4
"9255",8355,4
"9256",46346,7
"9257",76793,0
"9258",60368,1
"9259",60368,7
"9260",97024,3
"9261",51194,7
"9262",51194,4
"9263",24127,4
"9264",22082,4
"9265",22082,5
"9266",22082,7
"9267",22082,9
"9268",36532,8
"9269",36532,0
"9270",20132,5
"9271",61433,1
"9272",29781,1
"9273",26583,6
"9274",80651,5
"9275",3934,1
"9276",84721,2
"9277",84721,8
"9278",84721,4
"9279",84721,6
"9280",84721,1
"9281",55059,9
"9282",7624,2
"9283",7624,2
"9284",7624,2
"9285",85964,1
"9286",37001,1
"9287",73481,3
"9288",39714,8
"9289",96524,0
"9290",85079,7
"9291",95980,8
"9292",95980,4
"9293",95980,5
"9294",28920,7
"9295",14373,7
"9296",14373,4
"9297",96329,1
"9298",49497,5
"9299",97335,0
"9300",97335,4
"9301",3938,8
"9302",60624,9
"9303",37389,2
"9304",37389,4
"9305",37389,9
"9306",37389,7
"9307",94625,4
"9308",28271,0
"9309",12181,0
"9310",94620,8
"9311",27197,3
"9312",27197,5
"9313",95166,1
"9314",6450,5
"9315",6450,4
"9316",6450,7
"9317",8887,6
"9318",40694,0
"9319",40694,2
"9320",25183,4
"9321",2154,0
"9322",90108,5
"9323",95628,8
"9324",13865,3
"9325",13865,4
"9326",13865,4
"9327",95558,8
"9328",95558,9
"9329",27512,3
"9330",27512,1
"9331",27512,3
"9332",27512,7
"9333",2273,2
"9334",95872,5
"9335",95872,3
"9336",67179,4
"9337",61680,2
"9338",61680,4
"9339",61680,3
"9340",11035,4
"9341",26961,8
"9342",84821,0
"9343",45240,7
"9344",23913,6
"9345",69510,2
"9346",91543,9
"9347",68374,7
"9348",25386,7
"9349",74001,4
"9350",74001,6
"9351",74001,1
"9352",5285,0
"9353",5285,4
"9354",50631,8
"9355",17774,6
"9356",52813,9
"9357",52813,8
"9358",52813,3
"9359",74817,0
"9360",74817,9
"9361",59627,5
"9362",36570,0
"9363",18519,1
"9364",18519,9
"9365",18519,6
"9366",18519,4
"9367",65242,9
"9368",100395,7
"9369",85369,9
"9370",17166,6
"9371",47837,5
"9372",8156,4
"9373",8156,1
"9374",76056,4
"9375",76056,9
"9376",88652,7
"9377",88652,6
"9378",36025,4
"9379",36025,6
"9380",84075,2
"9381",84075,9
"9382",84075,0
"9383",98359,6
"9384",25111,5
"9385",25111,2
"9386",69009,7
"9387",69009,0
"9388",69009,1
"9389",29577,9
"9390",44686,9
"9391",56798,5
"9392",56798,8
"9393",56798,3
"9394",56798,2
"9395",78413,1
"9396",43996,9
"9397",36794,8
"9398",84090,9
"9399",1255,4
"9400",98893,8
"9401",98893,8
"9402",98893,5
"9403",94931,8
"9404",57954,0
"9405",57954,4
"9406",57954,6
"9407",54896,7
"9408",54896,0
"9409",54896,5
"9410",31900,6
"9411",24253,1
"9412",92633,2
"9413",92633,3
"9414",67892,6
"9415",60782,7
"9416",30566,5
"9417",30566,8
"9418",35659,8
"9419",35659,8
"9420",56962,7
"9421",47562,4
"9422",47562,9
"9423",47562,4
"9424",4426,6
"9425",44849,1
"9426",44849,0
"9427",44849,8
"9428",74301,0
"9429",74301,8
"9430",74301,5
"9431",64145,6
"9432",52670,6
"9433",52670,4
"9434",52339,8
"9435",52339,3
"9436",52339,9
"9437",77636,7
"9438",40712,2
"9439",40712,8
"9440",90487,2
"9441",44874,6
"9442",42075,4
"9443",5033,0
"9444",87101,9
"9445",102286,7
"9446",78141,9
"9447",78141,8
"9448",78141,3
"9449",4657,9
"9450",19423,5
"9451",85718,8
"9452",57659,4
"9453",57659,9
"9454",57659,4
"9455",57659,2
"9456",78874,0
"9457",53,0
"9458",12376,9
"9459",68700,3
"9460",68700,7
"9461",88199,9
"9462",101036,6
"9463",82346,8
"9464",82346,7
"9465",73860,9
"9466",73860,9
"9467",79429,8
"9468",15339,0
"9469",26173,5
"9470",26173,6
"9471",19228,0
"9472",19228,3
"9473",23705,9
"9474",48468,7
"9475",48468,0
"9476",48468,5
"9477",48468,2
"9478",34562,4
"9479",91938,6
"9480",91938,6
"9481",79786,2
"9482",94659,7
"9483",62701,0
"9484",62701,2
"9485",21249,0
"9486",21249,7
"9487",21249,6
"9488",21249,3
"9489",27139,6
"9490",98895,4
"9491",37271,1
"9492",9089,0
"9493",20105,1
"9494",66850,7
"9495",66850,2
"9496",76818,8
"9497",76818,3
"9498",85916,6
"9499",22562,8
"9500",85046,5
"9501",64291,8
"9502",64291,8
"9503",64291,2
"9504",64291,9
"9505",82619,3
"9506",82619,3
"9507",68406,2
"9508",68406,0
"9509",95796,8
"9510",95796,0
"9511",19950,1
"9512",90953,4
"9513",90953,7
"9514",41474,0
"9515",41474,0
"9516",73128,0
"9517",37628,7
"9518",92581,4
"9519",42661,2
"9520",88502,6
"9521",47991,0
"9522",47991,4
"9523",47991,9
"9524",47991,2
"9525",47991,6
"9526",36749,6
"9527",36749,1
"9528",36749,4
"9529",36749,9
"9530",97938,3
"9531",92211,6
"9532",56945,9
"9533",68777,0
"9534",51750,4
"9535",65596,8
"9536",32316,3
"9537",48729,0
"9538",13275,1
"9539",68092,5
"9540",68092,7
"9541",68092,6
"9542",71636,0
"9543",71636,1
"9544",20541,5
"9545",83216,5
"9546",16485,6
"9547",16485,2
"9548",12178,6
"9549",40707,7
"9550",40707,4
"9551",68556,9
"9552",68556,0
"9553",77612,8
"9554",59220,5
"9555",55052,7
"9556",46142,7
"9557",73231,5
"9558",73231,5
"9559",63787,1
"9560",96712,3
